"REF_DATE","GEO","DGUID","Type of fuel","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","71.0","","","","1"
"1997-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","71.0","","","","1"
"1997-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","71.3","","","","1"
"1997-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.7","","","","1"
"1997-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","69.8","","","","1"
"1997-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.1","","","","1"
"1998-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","73.6","","","","1"
"1998-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","72.4","","","","1"
"1998-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.9","","","","1"
"1998-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.3","","","","1"
"1998-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.3","","","","1"
"1998-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.0","","","","1"
"1998-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.0","","","","1"
"1998-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.0","","","","1"
"1998-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.0","","","","1"
"1998-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.0","","","","1"
"1998-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","69.7","","","","1"
"1998-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","67.9","","","","1"
"1999-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","64.7","","","","1"
"1999-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","64.7","","","","1"
"1999-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","65.3","","","","1"
"1999-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","68.2","","","","1"
"1999-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","71.7","","","","1"
"1999-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.3","","","","1"
"1999-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","70.8","","","","1"
"1999-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","75.5","","","","1"
"1999-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","76.1","","","","1"
"1999-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","79.5","","","","1"
"1999-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","78.3","","","","1"
"1999-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","82.3","","","","1"
"2000-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","81.3","","","","1"
"2000-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","83.1","","","","1"
"2000-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","88.6","","","","1"
"2000-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","85.7","","","","1"
"2000-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.7","","","","1"
"2000-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","92.1","","","","1"
"2000-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","94.5","","","","1"
"2000-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","89.7","","","","1"
"2000-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","92.4","","","","1"
"2000-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","92.4","","","","1"
"2000-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","95.5","","","","1"
"2000-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","90.9","","","","1"
"2001-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.7","","","","1"
"2001-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.7","","","","1"
"2001-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.7","","","","1"
"2001-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","89.8","","","","1"
"2001-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","95.2","","","","1"
"2001-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","91.4","","","","1"
"2001-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","84.4","","","","1"
"2001-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","83.4","","","","1"
"2001-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.7","","","","1"
"2001-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","81.7","","","","1"
"2001-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","76.6","","","","1"
"2001-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","73.7","","","","1"
"2002-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","73.8","","","","1"
"2002-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","75.7","","","","1"
"2002-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","77.1","","","","1"
"2002-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","81.8","","","","1"
"2002-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","84.5","","","","1"
"2002-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","82.8","","","","1"
"2002-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","83.3","","","","1"
"2002-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","85.3","","","","1"
"2002-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.6","","","","1"
"2002-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.4","","","","1"
"2002-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","89.1","","","","1"
"2002-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.9","","","","1"
"2003-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","89.8","","","","1"
"2003-02","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","91.7","","","","1"
"2003-03","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","95.2","","","","1"
"2003-04","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","89.7","","","","1"
"2003-05","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.4","","","","1"
"2003-06","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","85.0","","","","1"
"2003-07","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","85.3","","","","1"
"2003-08","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.4","","","","1"
"2003-09","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","93.9","","","","1"
"2003-10","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.9","","","","1"
"2003-11","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.9","","","","1"
"2003-12","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","86.1","","","","1"
"2004-01","St. John's, Newfoundland and Labrador","2011S0503001","Premium unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735100","2.4","87.8","","","","1"
