artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature
Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3
Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,2022-10-21,0.637,0.643,4,-6.571,1,0.0519,0.13,1.80E-06,0.142,0.533,97.008,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4
Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,2018-06-29,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
Britney Spears,Toxic,6I9VzXrHxO9rA9A5euc8Ak,2003-11-13,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/audio-analysis/6I9VzXrHxO9rA9A5euc8Ak,198800,4
David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,2022-08-26,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4
"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4
Dire Straits,Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,1978-10-07,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4
OneRepublic,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,2022-05-13,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4
The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,2016-11-25,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
Harry Styles,As It Was,4Dvkj6JhhA12EX05fT7y2e,2022-05-20,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4
Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
Glass Animals,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,2020-08-07,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4
Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,2022-07-06,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4
The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,2022-05-06,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4
Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
Eminem,Mockingbird,561jH07mF1jHuk7KlaeF0s,2004-11-12,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
J. Cole,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,2014-12-09,0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,spotify:track:68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/audio-analysis/68Dni7IE4VyPkTOH9mRWHr,292799,4
Ruth B.,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,2017-05-05,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3
Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,2018-04-19,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4
Tears For Fears,Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,1985-02-25,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3
Bad Bunny,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,2022-05-06,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34E-06,0.528,0.268,79.928,spotify:track:3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299,4
Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,2017-06-23,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347,4
Eminem,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,2002-05-26,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,2018-12-14,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,2013-09-09,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
Coldplay,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
SZA,Kill Bill,3OHfY25tqY28d16oZczHc8,2022-12-09,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947,4
The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,2020-03-20,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4
Bad Bunny,Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,2022-05-06,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4
Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,2012-12-07,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,2019-09-06,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
The Police,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,1983-06-17,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,2013-09-09,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
Sam Smith,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,2022-09-22,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51E-06,0.266,0.238,131.121,spotify:track:3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,156943,4
Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,2016-05-06,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
a-ha,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2018-11-16,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
Radiohead,Creep,70LcF31zb1H0PyJoS1Sx1r,1993-02-22,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
Bad Bunny,Efecto,5Eax0qFko2dh7Rl2lYs3bx,2022-05-06,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73E-05,0.0639,0.234,98.047,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4
Miley Cyrus,Flowers,4DHcnVTT87F0zZhRPYmZ3B,2023-03-10,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15E-06,0.0322,0.646,117.999,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,https://api.spotify.com/v1/tracks/4DHcnVTT87F0zZhRPYmZ3B,https://api.spotify.com/v1/audio-analysis/4DHcnVTT87F0zZhRPYmZ3B,200455,4
Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,2000-05-23,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,2013-01-01,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,247427,4
Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u,2022-05-26,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98E-06,0.218,0.85,124.98,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4
Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,2014-05-19,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,spotify:track:0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/tracks/0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/audio-analysis/0FDzzruyVECATHXKHFs9eJ,267867,4
Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,2018-04-06,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847,4
Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4
Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,2015-05-15,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,2014-01-01,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4
The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,2018-03-30,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373,3
The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,2017-04-07,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4
Coolio,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,1995-11-07,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4
Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,2017-06-23,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147,4
Guns N' Roses,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,1987-07-21,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4
Linkin Park,In the End,60a0Rd6pjrkxjPbaKzXjfq,2000-10-24,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,2016-10-28,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,2017-04-20,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507,4
Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,2016-11-17,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4
The Killers,Mr. Brightside,003vvx7Niy0yvhvHt4a68B,2004,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4
Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3
