GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100002,36,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,196,36,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,60,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,32,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,204,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,82,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,205,169,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,193,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,20,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-87,24,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,204,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-96,110,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,258,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-110,111,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,276,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,55,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,61,111,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,342,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-59,92,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,346,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,40,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,356,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,15,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,395,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-39,288,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,409,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,47,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,32,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,430,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,13,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-141,142,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,462,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,23,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-10,32,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,475,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,238,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,479,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,54,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,205,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,98,251,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,590,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,37,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,204,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,600,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-145,217,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,654,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,225,1,0,20211019,LAL,GSW
Shot Chart Detail,22100002,671,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-145,131,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,687,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,167,196,1,1,20211019,LAL,GSW
Shot Chart Detail,22100002,695,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,69,285,1,0,20211019,LAL,GSW
Shot Chart Detail,22100025,7,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-2,162,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-109,112,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,48,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,54,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,20,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,67,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,48,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,157,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,81,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,232,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,180,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,2,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,32,264,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,195,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,8,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,41,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,296,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,34,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,65,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,321,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,142,205,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,366,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-147,230,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,383,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,118,226,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,406,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,38,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,435,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,27,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,462,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,3,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,19,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,543,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,1,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-1,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,623,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-188,180,1,1,20211022,LAL,PHX
Shot Chart Detail,22100025,627,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-93,255,1,0,20211022,LAL,PHX
Shot Chart Detail,22100025,681,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-162,208,1,0,20211022,LAL,PHX
Shot Chart Detail,22100040,9,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,30,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,62,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,210,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,122,2544,LeBron James,1610612747,Los Angeles Lakers,1,3,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,131,2544,LeBron James,1610612747,Los Angeles Lakers,1,2,50,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,23,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,193,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,51,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-119,180,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,209,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,35,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-189,194,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,251,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,16,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,284,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,51,243,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,326,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-121,232,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,374,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,17,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,386,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,210,177,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,397,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-1,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,446,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-142,208,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,528,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,221,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,542,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-82,253,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,573,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,221,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,601,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,32,1,1,20211024,LAL,MEM
Shot Chart Detail,22100040,603,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,24,1,0,20211024,LAL,MEM
Shot Chart Detail,22100040,640,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,22,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-185,29,1,0,20211024,LAL,MEM
Shot Chart Detail,22100077,20,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,57,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,33,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,17,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,47,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-107,224,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,70,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,12,Missed Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,14,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,175,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,17,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-188,66,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,210,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,10,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,10,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,298,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,42,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,309,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-137,211,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,315,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,0,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,16,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,328,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,20,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,14,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,355,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,21,256,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,363,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,35,-103,337,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,370,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,6,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,374,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,21,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,387,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,167,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,396,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-140,226,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,517,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,5,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,539,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-38,259,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,569,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,578,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,0,320,1,0,20211029,LAL,CLE
Shot Chart Detail,22100077,590,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20211029,LAL,CLE
Shot Chart Detail,22100077,617,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,4,1,1,20211029,LAL,CLE
Shot Chart Detail,22100093,19,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,4,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,32,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,56,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,4,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,25,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,62,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,59,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-221,-7,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,108,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,11,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,236,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,24,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-78,164,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,254,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,5,Made Shot,Running Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,257,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,147,105,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,397,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-91,252,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,401,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,202,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,406,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,126,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,420,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,39,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,422,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,36,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,425,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,21,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,438,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,31,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,445,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,51,172,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,453,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20211031,LAL,HOU
Shot Chart Detail,22100093,610,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-82,278,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,649,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,251,1,0,20211031,LAL,HOU
Shot Chart Detail,22100093,681,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,69,65,1,0,20211031,LAL,HOU
Shot Chart Detail,22100107,46,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,34,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,14,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,57,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,57,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,0,20211102,LAL,HOU
Shot Chart Detail,22100107,87,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,189,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,3,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,193,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,0,20211102,LAL,HOU
Shot Chart Detail,22100107,208,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,142,236,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,243,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,46,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-6,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,330,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,20,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,32,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,350,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-194,26,1,0,20211102,LAL,HOU
Shot Chart Detail,22100107,555,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,8,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,26,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,560,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,569,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,31,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,573,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,51,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-65,118,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,576,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,1,20211102,LAL,HOU
Shot Chart Detail,22100107,588,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,233,1,0,20211102,LAL,HOU
