PLAYER,SEASON,TEAM,TEAM_ID,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Briana Butler,2014,Connecticut Sun,1611661323,6,5.9,0.3,0.2,1,16.7,0,0.3,0,0,0,0,0,0.8,0.8,0,0.3,0.2,0.2,0.5,-1
Chiney Ogwumike,2014,Connecticut Sun,1611661323,31,29.7,15.5,6.3,11.8,53.6,0,0,0,2.8,4.1,69.3,4,4.5,8.5,0.6,1.9,1.2,1.2,3.6,-0.8
Danielle McCray,2014,Connecticut Sun,1611661323,18,11.5,1.9,0.7,3.1,23.2,0.1,0.3,33.3,0.4,0.8,50,0.5,0.9,1.4,0.8,1.4,0.6,0.1,1,-0.7
Ebony Hoffman,2014,Connecticut Sun,1611661323,8,8.5,1.5,0.8,2.3,33.3,0,0.1,0,0,0,0,0.8,1,1.8,0.5,0.8,0.6,0,1.5,-1.5
Katie Douglas,2014,Connecticut Sun,1611661323,32,32.5,13.2,4.2,11.7,35.9,2,5.6,36,2.8,3.3,84.8,0.8,2.5,3.3,2.2,2.2,0.9,0.4,1.8,-1.6
Kayla Pedersen,2014,Connecticut Sun,1611661323,31,10,1.5,0.5,1.4,37.2,0,0,0,0.4,0.7,61.9,0.7,1.6,2.3,0.3,0.5,0.2,0.1,1.1,-0.1
Kelley Cain,2014,Connecticut Sun,1611661323,9,5,1.2,0.4,1.8,25,0,0,0,0.3,0.4,75,0.6,0.8,1.3,0.1,0.3,0.2,0.4,1.3,-3.2
Kelly Faris,2014,Connecticut Sun,1611661323,25,7.7,1.1,0.3,1.3,24.2,0.2,0.6,26.7,0.3,0.4,80,0.2,0.9,1.2,0.4,0.3,0.1,0.1,0.7,0.1
Kelsey Bone,2014,Connecticut Sun,1611661323,34,23.3,9.3,4,8.9,45.1,0,0.1,0,1.3,1.9,66.2,1.7,3.6,5.3,1.4,2,0.6,0.5,3,-2.4
Kelsey Griffin,2014,Connecticut Sun,1611661323,31,19.2,4.4,1.7,5.1,32.7,0.3,1,26.7,0.8,1.1,70.6,1.9,3.3,5.1,0.8,0.6,1.3,0.5,2.4,1.4
Renee Montgomery,2014,Connecticut Sun,1611661323,33,16.2,6.7,2.4,6.3,37.3,1.1,3.2,33,0.9,1.2,77.5,0.2,0.6,0.8,2.4,1.3,0.6,0.1,1.2,-2.5
Alex Bentley,2015,Connecticut Sun,1611661323,25,30,14.7,5.7,13.9,40.9,1.6,4.6,33.6,1.8,2.1,83,0,1.9,2,2,1.2,2,0.2,2.6,0.1
Alyssa Thomas,2015,Connecticut Sun,1611661323,24,26,8.8,2.9,7,41.1,0,0,0,3,4.3,69.2,2.5,2.7,5.3,1.4,1.8,1.2,0.2,2.7,-0.2
Camille Little,2015,Connecticut Sun,1611661323,34,27,8.2,3.1,7.7,40.6,1.1,3.3,34.5,0.9,1,87.9,1.4,2.3,3.6,1.6,1.7,1.2,0.2,2.7,-1.7
Chelsea Gray,2015,Connecticut Sun,1611661323,34,16,6.9,2.5,6,42.4,0.7,1.9,34.8,1.2,1.4,81.6,0.5,1.8,2.3,2.7,1.7,0.6,0.1,1.3,1.8
Elizabeth Williams,2015,Connecticut Sun,1611661323,21,11.7,3.3,1.3,2.5,52.8,0,0,0,0.7,1.2,56,1,2.2,3.2,0.4,0.5,0.3,0.9,1,2.1
Inga Orekhova,2015,Connecticut Sun,1611661323,4,2.6,0,0,1,0,0,0.5,0,0,0,0,0.3,0,0.3,0,0.3,0,0,0,1.5
Jasmine Thomas,2015,Connecticut Sun,1611661323,34,26.7,8.2,2.9,9,32.8,0.9,3.1,29.8,1.4,1.8,78.3,0.6,3.2,3.7,3.9,2.3,1.2,0.4,2.2,-2.9
Jennifer Lacy,2015,Connecticut Sun,1611661323,19,16.7,7,2.3,5.2,44.4,0.9,2.5,35.4,1.5,1.9,75.7,0.6,1.8,2.4,0.4,0.7,0.4,0.5,1.8,-4.6
Kayla Pedersen,2015,Connecticut Sun,1611661323,33,15.5,2.9,1.2,2.7,43.3,0,0,0,0.6,0.7,82.6,0.9,1.7,2.6,1.2,0.6,0.7,0.2,1.5,0.9
Kelly Faris,2015,Connecticut Sun,1611661323,32,14.5,2.9,1,2.6,38.1,0.3,0.9,31,0.7,0.8,77.8,0.5,1.3,1.7,1,0.5,0.4,0.1,1.6,-1.5
Kelsey Bone,2015,Connecticut Sun,1611661323,33,29.1,15.4,6.8,13.4,50.8,0,0.1,0,1.8,3,62.2,1.5,4.8,6.3,2,2.3,0.8,0.6,2.9,-2.3
Nikki Greene,2015,Connecticut Sun,1611661323,12,8.4,1.2,0.3,0.8,40,0,0,0,0.5,0.6,85.7,0.8,1.3,2,0.2,0.5,0.3,0.4,1.8,-2.8
Shekinna Stricklen,2015,Connecticut Sun,1611661323,34,17.6,7.7,2.8,6.8,41.1,1.5,4.2,35.9,0.6,0.8,78.6,0.7,1.1,1.9,0.6,0.6,0.6,0.2,1.4,-0.3
Alex Bentley,2016,Connecticut Sun,1611661323,34,28.8,12.9,5,12.9,38.5,1.4,4.9,28.6,1.5,1.9,78.5,0.3,1.6,1.9,2.5,1.4,0.9,0.1,2.5,-3.3
Alyssa Thomas,2016,Connecticut Sun,1611661323,31,27.2,11.1,4.2,8.6,48.7,0,0,0,2.7,4.2,63.4,2,4,6,2.3,2.4,1.4,0.2,2.6,-1.8
Aneika Morello,2016,Connecticut Sun,1611661323,10,5,1.2,0.5,1.3,38.5,0,0,0,0.2,0.5,40,0.4,1,1.4,0.2,0.6,0.1,0.1,0.8,-2.7
Asia Taylor,2016,Connecticut Sun,1611661323,4,4.3,3,0.8,1.3,60,0,0,0,1.5,1.8,85.7,0.5,0.5,1,0.8,0.3,0,0,0.8,2
Camille Little,2016,Connecticut Sun,1611661323,33,24.7,7.8,2.9,7.6,38.4,0.9,2.7,32.2,1.1,1.7,63.2,0.8,2.2,3,2,1.7,1.2,0.3,2.8,-0.8
Chiney Ogwumike,2016,Connecticut Sun,1611661323,33,24.3,12.6,4.8,8.2,58.7,0,0,0,3,4.2,71.9,2.7,4,6.7,0.7,1.5,1,1,3.6,-0.2
Courtney Williams,2016,Connecticut Sun,1611661323,19,17.1,8.1,3.5,8.3,42.7,0.4,1.4,30.8,0.6,1,57.9,1.4,2.2,3.6,1.5,1,0.6,0.2,1.5,4.6
Jasmine Thomas,2016,Connecticut Sun,1611661323,34,32.1,11.7,4.4,10.8,40.8,0.9,3,29.7,2,2.3,86.1,0.7,3.4,4.1,5.1,2.5,1.3,0.4,2.6,-1.8
Jonquel Jones,2016,Connecticut Sun,1611661323,34,14.1,6.8,2.5,4.7,53.1,0.3,1,33.3,1.5,2,73.9,1.8,1.9,3.7,0.6,0.7,0.6,1.1,2.1,1.8
Kelly Faris,2016,Connecticut Sun,1611661323,31,10.2,2,0.7,1.7,39.6,0.2,0.6,25,0.5,0.5,93.3,0.4,0.8,1.2,0.7,0.9,0.7,0.1,1.5,-0.1
Kelsey Bone,2016,Connecticut Sun,1611661323,14,23.8,10.7,4.4,10.1,43.3,0.3,1.1,26.7,1.7,2.6,66.7,1.3,4.1,5.4,1.3,1.9,0.7,0.2,3.1,-9.4
Morgan Tuck,2016,Connecticut Sun,1611661323,26,16.7,7,2.6,6.2,41.4,0.7,2.2,30.4,1.2,1.7,71.1,0.9,2,2.8,1.1,1,0.4,0.1,1,1
Rachel Banham,2016,Connecticut Sun,1611661323,15,10.9,3.7,1.3,3.3,40.8,0.9,2.5,35.1,0.1,0.2,66.7,0.1,0.7,0.7,0.9,0.5,0.5,0.1,1.3,0.3
Shekinna Stricklen,2016,Connecticut Sun,1611661323,28,10.9,4,1.4,3.7,36.5,1,2.8,35.1,0.3,0.5,64.3,0.3,1,1.4,0.5,0.1,0.4,0.1,0.7,0.1
Alex Bentley,2017,Connecticut Sun,1611661323,31,23.7,8.4,3.2,8.5,38,0.7,2.5,27.8,1.2,1.5,80.9,0.1,1.3,1.5,2.9,0.9,0.8,0.1,2.2,1.6
Alyssa Thomas,2017,Connecticut Sun,1611661323,33,29.8,14.8,5.7,11.2,50.9,0,0.1,0,3.5,6.1,56.7,1.4,5.4,6.8,4.5,3,1.6,0.4,3.2,6.5
Brionna Jones,2017,Connecticut Sun,1611661323,23,6.4,2.9,1,1.7,57.5,0,0,0,0.9,1,83.3,0.7,1,1.7,0.1,0.4,0.4,0.1,1.2,1
Courtney Williams,2017,Connecticut Sun,1611661323,34,26,12.3,5.4,11.5,47.3,0.4,1.1,32.4,1.1,1.2,87.8,1.4,2.9,4.2,2.1,1.4,0.5,0.2,1.6,2.6
Danielle Adams,2017,Connecticut Sun,1611661323,19,4.4,2.6,0.8,2.4,35.6,0.6,1.6,38.7,0.3,0.3,100,0.4,0.2,0.6,0.2,0.4,0.2,0.2,1.3,-1
Feyonda Fitzgerald,2017,Connecticut Sun,1611661323,2,3.9,0,0,1.5,0,0,0,0,0,0,0,0.5,1,1.5,1,0.5,0,0,0,2.5
Jasmine Thomas,2017,Connecticut Sun,1611661323,32,28.2,14.2,5.3,12.7,42.1,1.7,4.2,40.3,1.8,2.3,78.1,0.4,1.9,2.3,4.3,2.4,1.6,0.1,1.6,5.1
Jonquel Jones,2017,Connecticut Sun,1611661323,34,28.5,15.4,5.3,10,53.4,0.7,1.6,44.6,4,4.9,81.8,3.6,8.2,11.9,1.5,1.7,0.9,1.5,3.4,5.1
Jordan Hooper,2017,Connecticut Sun,1611661323,3,3.5,0,0,0.7,0,0,0.3,0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,3.3
Kayla Pedersen,2017,Connecticut Sun,1611661323,26,10.2,1.5,0.5,1.3,37.1,0,0,0,0.5,0.7,70.6,0.9,1.4,2.3,0.6,0.4,0.3,0.1,1.5,-1.1
Lynetta Kizer,2017,Connecticut Sun,1611661323,20,11.9,6,2.4,5,48,0,0.1,0,1.2,1.5,76.7,1.1,1.8,2.9,0.3,0.5,0.6,0.4,1.9,0.1
Morgan Tuck,2017,Connecticut Sun,1611661323,22,16.6,5.4,2,5.8,35.4,0.5,1.7,28.9,0.8,1,81,0.5,1.7,2.2,0.9,1,0.4,0,1.6,-2.3
Rachel Banham,2017,Connecticut Sun,1611661323,30,9.4,3.3,1.1,3.4,32.7,0.5,1.9,28.1,0.5,0.7,80,0.1,1.1,1.1,0.7,0.4,0.1,0,0.9,0.7
Shekinna Stricklen,2017,Connecticut Sun,1611661323,34,27.2,8.6,2.8,6.8,41.1,2.1,5.1,41,0.9,1.1,86.5,0.5,2.6,3.1,1.1,0.9,1.2,0.1,1.6,2.8
Alex Bentley,2018,Connecticut Sun,1611661323,19,21.7,10,3.8,9.6,39.6,1.1,3.6,30.4,1.3,1.6,83.3,0.5,0.9,1.4,3.2,1.6,1.3,0.1,2.3,6.3
Alyssa Thomas,2018,Connecticut Sun,1611661323,24,30.6,10.3,4.1,8.8,46.4,0,0,0,2.2,4,54.7,2,6.2,8.1,4.2,2,1.2,0.4,2.9,8.8
Betnijah Laney,2018,Connecticut Sun,1611661323,29,9.3,2.7,1.1,2.4,47.1,0,0.3,11.1,0.3,0.4,90.9,0.7,1,1.7,0.7,0.6,0.4,0,0.7,2.6
Brionna Jones,2018,Connecticut Sun,1611661323,27,9,3.1,1.1,2.4,46.9,0,0,0,0.9,1.2,72.7,0.9,1.1,2,0.2,0.6,0.2,0.2,1.4,-0.5
Chiney Ogwumike,2018,Connecticut Sun,1611661323,31,25.5,14.4,5.7,9.4,60.3,0,0.1,50,3,3.8,79.7,2.7,4.6,7.3,1,1.6,1.2,0.6,3.4,2.1
Courtney Williams,2018,Connecticut Sun,1611661323,30,27.1,12.6,5.7,12.5,45.6,0.7,1.8,37.7,0.6,0.8,68,1.5,4.4,5.9,3,1.8,0.8,0.1,1.6,4
Jasmine Thomas,2018,Connecticut Sun,1611661323,34,28.1,12.9,4.7,11.8,39.8,1.4,4.4,31.1,2.1,2.4,85.5,0.8,2.5,3.3,4.8,2.5,1.1,0.2,2.1,3
Jonquel Jones,2018,Connecticut Sun,1611661323,34,20.5,11.8,4.4,8,55,1.5,3.1,46.7,1.6,2.3,67.1,2.1,3.4,5.5,1.7,1.6,0.4,1.2,2.9,4.9
Layshia Clarendon,2018,Connecticut Sun,1611661323,15,15.9,5.4,2.1,4.2,49.2,0,0.4,0,1.3,1.5,82.6,0.5,1.1,1.6,2.7,0.9,0.5,0,1.1,3.1
Lexie Brown,2018,Connecticut Sun,1611661323,22,5.6,1.7,0.5,2,27.3,0.4,1.3,31,0.2,0.3,57.1,0,0.7,0.8,0.5,0.5,0.3,0,0.5,0.2
Morgan Tuck,2018,Connecticut Sun,1611661323,34,13.6,5.9,2.4,5,47.3,0.6,1.9,34.9,0.6,0.7,82.6,0.7,1.6,2.3,0.5,0.7,0.4,0.1,1.2,2.4
Rachel Banham,2018,Connecticut Sun,1611661323,33,12.9,5.2,1.7,4,41.4,0.9,2.5,37,1,1.2,86.8,0.2,0.7,0.9,1.5,0.5,0.5,0.1,1.7,0.4
Shekinna Stricklen,2018,Connecticut Sun,1611661323,34,18.8,6.6,2.3,5.3,43,1.7,4,43,0.4,0.4,85.7,0.3,2,2.3,0.5,0.6,0.6,0.1,1.4,0.6
Alyssa Thomas,2019,Connecticut Sun,1611661323,34,30.2,11.6,4.9,9.8,50.5,0,0,0,1.8,3.6,49.6,2.4,5.3,7.8,3.1,2,1.9,0.4,2.8,4.9
Bria Holmes,2019,Connecticut Sun,1611661323,34,15.6,6.3,2.3,5.7,39.9,0.6,1.9,31.7,1.1,1.7,67.2,0.3,1.1,1.4,0.9,0.9,0.5,0.2,1.1,-2.3
Bridget Carleton,2019,Connecticut Sun,1611661323,4,7.1,0,0,1.5,0,0,0.5,0,0,0,0,0.3,0.5,0.8,0.3,0.3,0,0,0.5,-2.8
Brionna Jones,2019,Connecticut Sun,1611661323,27,8.4,3.5,1.3,2.8,46.7,0,0,0,0.9,1.3,66.7,1.4,0.8,2.2,0.3,0.7,0.3,0.3,1.3,-2.4
Courtney Williams,2019,Connecticut Sun,1611661323,34,29.1,13.2,5.5,12.6,43.5,0.5,1,45.7,1.8,2.2,80,1.4,4.1,5.6,3.8,1.6,1.4,0.4,1.4,3.1
Jasmine Thomas,2019,Connecticut Sun,1611661323,34,29.7,11.1,4.1,10.4,39.2,1.3,3.6,36.6,1.6,2.1,80,0.6,2.3,2.9,5.1,2.7,1.4,0.1,1.8,4.4
Jonquel Jones,2019,Connecticut Sun,1611661323,34,28.8,14.6,5.1,11.4,44.8,1.3,4.1,30.9,3.2,3.9,81.8,3.3,6.4,9.7,1.5,1.9,1.3,2,2.8,6
Kristine Anigwe,2019,Connecticut Sun,1611661323,17,7.1,2,0.6,2.1,31.4,0,0,0,0.7,1,70.6,0.8,0.9,1.8,0.2,0.6,0.4,0.2,1,-1.6
Layshia Clarendon,2019,Connecticut Sun,1611661323,9,15.3,6.2,2,4.8,41.9,0.2,0.2,100,2,2.3,85.7,0.8,1.7,2.4,2.1,0.9,0.3,0,0.8,-0.2
Morgan Tuck,2019,Connecticut Sun,1611661323,33,10.7,3.7,1.4,3.5,38.8,0.5,1.3,35.7,0.5,0.9,60,0.5,1.5,2,0.8,0.9,0.4,0.1,1.3,-1.5
Natisha Hiedeman,2019,Connecticut Sun,1611661323,20,10.2,3.7,1.2,2.9,41.4,0.7,1.4,46.4,0.6,1.2,50,0.4,1.2,1.5,1.9,0.7,0.4,0.1,1.3,-1.9
Rachel Banham,2019,Connecticut Sun,1611661323,29,12.2,3.6,1.3,4,32.2,0.8,2.5,30.6,0.3,0.4,66.7,0,1,1,0.9,0.9,0.3,0.1,1.2,-0.4
Shekinna Stricklen,2019,Connecticut Sun,1611661323,34,23.7,9,3.1,7.5,40.8,2.2,5.9,38.2,0.6,0.8,81.5,0.3,1.6,1.9,1.1,0.8,1,0.2,2.3,5.3
Theresa Plaisance,2019,Connecticut Sun,1611661323,9,7.1,2.4,0.9,2.6,34.8,0.2,0.7,33.3,0.4,0.4,100,0.3,1.4,1.8,0,0.1,0.3,0.2,1.3,-3.8
Alyssa Thomas,2020,Connecticut Sun,1611661323,21,32.8,15.5,5.8,11.6,50,0,0,0,3.9,5.6,68.6,1.9,7.2,9,4.8,2.5,2,0.3,2.8,2.7
Beatrice Mompremier,2020,Connecticut Sun,1611661323,21,8.9,2.3,1,2.2,42.6,0,0,0,0.4,0.9,44.4,1.5,1.8,3.3,0.1,0.7,0.2,0.6,1.3,-0.8
Bria Holmes,2020,Connecticut Sun,1611661323,18,16.2,4.9,1.9,5.4,35.7,0.6,1.7,33.3,0.4,0.7,66.7,0.7,1.1,1.8,1.1,1,0.7,0.3,0.9,-4.2
Briann January,2020,Connecticut Sun,1611661323,13,23.3,5,1.7,5.8,29.3,0.8,2.3,36.7,0.8,0.9,83.3,0.3,0.9,1.2,3.4,1.2,0.6,0.2,1.9,6.2
Brionna Jones,2020,Connecticut Sun,1611661323,21,26.1,11.2,4.7,7.7,60.5,0,0,100,1.8,2.6,69.1,2.8,2.8,5.6,1,1.6,1.7,0.7,3.1,3
DeWanna Bonner,2020,Connecticut Sun,1611661323,22,33.3,19.7,6.7,16,42.2,1.2,4.9,25.2,5,5.6,89.5,1.5,6.3,7.8,3,2.4,1.7,0.5,2.1,2.8
Essence Carson,2020,Connecticut Sun,1611661323,11,11.2,3.2,1.2,3.6,32.5,0.5,1.9,28.6,0.3,0.4,75,0.1,1.5,1.5,0.6,0.5,0.4,0.1,1.1,-0.7
Jacki Gemelos,2020,Connecticut Sun,1611661323,6,4.8,1.8,0.7,1.3,50,0.5,1,50,0,0,0,0,0.3,0.3,0.2,0.5,0.3,0,0.8,2.5
Jasmine Thomas,2020,Connecticut Sun,1611661323,19,25.5,10.2,4,9.9,40.4,1.1,3.3,33.3,1.1,1.2,91.3,0.2,1.5,1.7,4,2.4,1.3,0.3,1.6,3.7
Kaila Charles,2020,Connecticut Sun,1611661323,21,17.9,5.4,1.9,4.6,41.2,0.5,1.4,36.7,1,1.5,71,1.1,1.5,2.6,0.9,0.9,0.8,0.3,2.1,-0.1
Kaleena Mosqueda-Lewis,2020,Connecticut Sun,1611661323,16,10.2,3.4,1.2,4,29.7,0.8,2.9,25.5,0.3,0.4,57.1,0.1,1.3,1.3,0.3,0.4,0.2,0.1,1.1,-5.1
Natisha Hiedeman,2020,Connecticut Sun,1611661323,22,18.6,6.1,2,5.8,35.4,1,2.9,35.9,1,1.4,70,0.4,1.5,1.9,1.9,1.1,0.4,0,2,-3.2
Theresa Plaisance,2020,Connecticut Sun,1611661323,13,7,2.5,0.8,2.2,37.9,0.4,1.3,29.4,0.4,0.5,83.3,0.2,0.8,1,0.1,0.2,0.4,0.2,1.5,-3.2
Aleah Goodman,2021,Connecticut Sun,1611661323,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-8
Alyssa Thomas,2021,Connecticut Sun,1611661323,2,17.4,5.5,2,7.5,26.7,0,0,0,1.5,2,75,0.5,4.5,5,2,1.5,0.5,0,2,9
Beatrice Mompremier,2021,Connecticut Sun,1611661323,32,8.6,1.8,0.8,1.7,49.1,0,0,0,0.2,0.4,41.7,0.9,1.5,2.4,0.2,0.6,0.4,0.3,1.4,-0.7
Briann January,2021,Connecticut Sun,1611661323,29,30.2,7,2.4,5.8,42.5,0.9,2.4,38,1.1,1.3,86.8,0.3,1.1,1.4,3.1,1.8,0.9,0.1,2,9
Brionna Jones,2021,Connecticut Sun,1611661323,32,30.6,14.7,6.1,10.6,57.1,0,0.1,0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,2.2,1.4,0.5,3,9.2
DeWanna Bonner,2021,Connecticut Sun,1611661323,32,31.9,15.2,5,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,2.2,1.3,0.7,1.6,8.7
DiJonai Carrington,2021,Connecticut Sun,1611661323,24,9.2,2.8,1.1,3.4,32.9,0.1,0.9,14.3,0.5,0.6,73.3,0.6,1.3,2,0.5,0.9,0.5,0.1,1.5,0.5
Emma Cannon,2021,Connecticut Sun,1611661323,5,11.5,4.2,1.6,3.4,47.1,0.8,1.6,50,0.2,0.4,50,1,2,3,0.8,1,0,0.2,2,-2.8
Jasmine Thomas,2021,Connecticut Sun,1611661323,30,29.6,10.6,3.8,9.8,38.6,1.4,3.5,40,1.6,1.9,87.5,0.4,2,2.4,4,2.2,1.3,0.2,1.8,9.5
Jonquel Jones,2021,Connecticut Sun,1611661323,27,31.7,19.4,7.1,13.8,51.5,1.6,4.3,36.2,3.6,4.5,80.2,2.5,8.7,11.2,2.8,2.9,1.3,1.3,3.1,12.4
Kaila Charles,2021,Connecticut Sun,1611661323,30,16.3,4.3,1.6,4.4,36.8,0.3,1.1,30.3,0.7,0.8,87.5,1.1,1.7,2.8,1.1,0.9,0.5,0.4,2,2.7
Natisha Hiedeman,2021,Connecticut Sun,1611661323,32,20.1,7.6,2.4,6.1,40,1.6,4,39.8,1.1,1.6,70,0.2,1.6,1.8,1.9,0.9,0.8,0.2,1.9,2.5
Shatori Walker-Kimbrough,2021,Connecticut Sun,1611661323,1,4.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,-1
Stephanie Jones,2021,Connecticut Sun,1611661323,18,5.5,1.4,0.7,1.6,41.4,0,0.1,0,0.1,0.1,50,0.7,0.6,1.2,0.2,0.2,0.1,0.1,0.5,-1.8
Alyssa Thomas,2022,Connecticut Sun,1611661323,36,32.1,13.4,5.2,10.4,50,0,0.1,0,3,4.1,73,2.1,6.1,8.2,6.1,2.9,1.7,0.2,2.8,7.3
Bria Hartley,2022,Connecticut Sun,1611661323,3,12.1,4.7,1.7,3.7,45.5,1.3,2.7,50,0,0,0,0,0.7,0.7,1.3,0.3,1,0,0.7,0.3
Brionna Jones,2022,Connecticut Sun,1611661323,36,25.1,13.8,5.2,9.1,56.9,0,0.2,0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.5,1.2,0.4,2.6,5.5
Courtney Williams,2022,Connecticut Sun,1611661323,34,28,11.1,4.9,11.4,42.6,0.6,1.9,33.8,0.8,1.1,75,0.9,3.7,4.6,3.3,1.7,1,0.4,1.6,6
DeWanna Bonner,2022,Connecticut Sun,1611661323,33,30,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4,4.7,2.8,1.6,1.2,0.3,1.8,6.1
DiJonai Carrington,2022,Connecticut Sun,1611661323,36,17.5,6.8,2.3,5.6,41.4,0.5,1.7,30.6,1.6,2.1,75,1.1,2.1,3.1,1.1,1.6,0.8,0.1,1.9,2.7
Jasmine Thomas,2022,Connecticut Sun,1611661323,5,21.8,6.6,1.6,6,26.7,1,2.6,38.5,2.4,2.6,92.3,0.4,1.8,2.2,3,1.4,0.6,0.2,1.4,6.8
Jazmine Jones,2022,Connecticut Sun,1611661323,7,6.2,0.9,0.3,1,28.6,0,0.3,0,0.3,0.7,40,0,0.1,0.1,0.1,0.4,0.3,0,0.7,-4
Jonquel Jones,2022,Connecticut Sun,1611661323,33,26.4,14.6,5.3,10.4,51.3,1.2,3.4,36.9,2.7,3.4,80.2,2.6,6,8.6,1.8,2.6,1.1,1.2,2.7,7.7
Joyner Holmes,2022,Connecticut Sun,1611661323,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8,-1.6
Kiana Williams,2022,Connecticut Sun,1611661323,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Natisha Hiedeman,2022,Connecticut Sun,1611661323,36,25,9.1,3.3,7.6,43.1,1.9,4.7,41.1,0.7,0.8,80,0.2,1.6,1.8,3.3,1.3,1.2,0.1,1.8,6.4
Nia Clouden,2022,Connecticut Sun,1611661323,28,8.9,2.1,0.6,1.9,34,0.4,1,41.4,0.4,0.6,58.8,0.1,0.8,0.8,0.8,0.4,0.2,0,0.9,0.4
Odyssey Sims,2022,Connecticut Sun,1611661323,5,18.2,5.8,2,6,33.3,0.6,2.2,27.3,1.2,1.2,100,0.2,1,1.2,2.6,1.4,1.4,0,1.4,2.4
Stephanie Jones,2022,Connecticut Sun,1611661323,2,4,1,0,0.5,0,0,0,0,1,1,100,0,0,0,0.5,0,0,0,0.5,1.5
Yvonne Anderson,2022,Connecticut Sun,1611661323,11,9.2,3.2,1.1,2.4,46.2,0.4,0.9,40,0.6,0.6,100,0.3,0.5,0.8,1.1,1,0.3,0.2,1.3,0.4
Alyssa Thomas,2023,Connecticut Sun,1611661323,16,36.9,14.6,5.5,12.4,44.2,0,0,0,3.6,4.9,73.1,2.3,8.2,10.4,8,2.8,2.1,0.4,2.6,6
Brionna Jones,2023,Connecticut Sun,1611661323,13,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50,3.5,4.5,77.6,3.2,5,8.2,2.4,2.2,1.8,0.5,4.1,5.1
DeWanna Bonner,2023,Connecticut Sun,1611661323,16,29.3,17.6,5.8,13.9,41.9,1.9,5.6,34.8,4.1,4.9,83.3,0.9,3.9,4.8,2,1.3,1.1,0.6,1.5,5.6
DiJonai Carrington,2023,Connecticut Sun,1611661323,14,16,8.6,3,6.7,44.7,0.8,1.9,40.7,1.8,2.1,86.2,0.9,2,2.9,1.2,1,0.6,0.1,2,5
Lauren Cox,2023,Connecticut Sun,1611661323,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Leigha Brown,2023,Connecticut Sun,1611661323,9,4,0.1,0,0.3,0,0,0.1,0,0.1,0.2,50,0.2,0.3,0.6,0.3,0.2,0,0.1,1,-2.7
Liz Dixon,2023,Connecticut Sun,1611661323,2,3.3,2,1,1.5,66.7,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-1.5
Natisha Hiedeman,2023,Connecticut Sun,1611661323,16,28.4,8.1,3,9.1,33.1,1.3,4.5,27.8,0.9,1.2,73.7,0.1,2.1,2.3,3.4,1.8,0.9,0.1,2.4,5.5
Olivia Nelson-Ododa,2023,Connecticut Sun,1611661323,16,10.7,3.4,1.2,1.9,61.3,0,0,0,1.1,1.7,63,0.7,1.6,2.3,0.6,0.8,0.5,0.8,1.5,1
Rebecca Allen,2023,Connecticut Sun,1611661323,16,16.7,4.6,1.6,4.3,36.8,1,2.6,39,0.4,0.6,77.8,0.6,1.8,2.4,0.5,0.8,0.4,1.1,1.8,1.4
Tiffany Hayes,2023,Connecticut Sun,1611661323,16,24.5,10.8,3.9,8.3,46.6,1.1,3,37.5,1.9,2.5,75,0.6,2.4,3.1,2.6,1.1,0.8,0.1,2.8,1.3
Tyasha Harris,2023,Connecticut Sun,1611661323,16,12.7,4.1,1.6,4.3,38.2,0.6,1.7,33.3,0.3,0.4,66.7,0.2,0.8,1,1,1.1,0.5,0.1,0.7,1
Arike Ogunbowale,1997,Dallas Wings,1611661321,15,37.2,22.4,7.8,19.8,39.4,2.7,8.9,30.8,4.1,4.7,85.9,0.5,2.6,3.1,4.3,2.9,1.6,0.2,2.9,2
Ashley Joens,1997,Dallas Wings,1611661321,8,1.7,0.3,0.1,0.5,25,0,0.3,0,0,0.3,0,0,0.3,0.3,0,0,0.1,0,0,-1.8
Awak Kuier,1997,Dallas Wings,1611661321,15,7.9,1.3,0.5,1.5,31.8,0,0.5,0,0.4,0.5,75,0.3,1.1,1.5,0.4,0.3,0.2,0.6,0.7,1.5
Crystal Dangerfield,1997,Dallas Wings,1611661321,11,28.5,8.8,3.4,7.5,45.1,1.1,3.1,35.3,1,1.3,78.6,0.6,2.5,3.1,2.9,1,0.8,0.2,1.6,-1.9
