PLAYER,SEASON,TEAM,TEAM_ID,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Sugar Rodgers,2018,New York Liberty,1611661313,31,19.6,6.3,2.2,6,36.2,1.4,4.3,32.3,0.6,0.7,82.6,0.6,2.6,3.2,2,1.2,0.7,0.1,2.1,-5.5
Tina Charles,2018,New York Liberty,1611661313,33,33,19.7,8,16.8,47.3,0.9,2.9,32.6,2.8,3.7,77,1.9,5.1,7,2.7,2.8,0.7,0.6,2.5,-5.7
Amanda Zahui B,2019,New York Liberty,1611661313,24,23.2,8.6,3.4,7.2,46.8,0.9,2.9,31.9,1,1.1,85.2,1.1,5.3,6.3,0.9,1.3,1.1,1.4,3.3,-5.7
Asia (AD) Durr,2019,New York Liberty,1611661313,18,26.7,9.7,3.9,8.4,46.7,0.8,2.8,29.4,1,1.2,81.8,0.3,1.3,1.6,1.7,1.2,0.6,0.4,1.9,-4.6
Avery Warley-Talbert,2019,New York Liberty,1611661313,3,11.8,1,0.3,1.7,20,0,0,0,0.3,0.7,50,1,1.3,2.3,0,1.3,0,0.7,2.3,-0.3
Bria Hartley,2019,New York Liberty,1611661313,24,22.7,9.8,3.3,8.8,37.6,1,3,32.9,2.2,2.8,80.3,0.8,2.5,3.2,3.2,2.1,0.8,0,2.3,-6.1
Brittany Boyd-Jones,2019,New York Liberty,1611661313,33,19.7,5.3,2.2,5.5,39.4,0.2,0.7,30.4,0.8,1,76.5,0.8,2.8,3.7,4.6,2.5,1.4,0.1,2.1,-5.4
Han Xu,2019,New York Liberty,1611661313,18,7.9,3,1.3,3.2,41.4,0.3,0.6,50,0.1,0.1,50,0.1,0.7,0.8,0.1,0.1,0.2,0.2,0.3,1.2
Kia Nurse,2019,New York Liberty,1611661313,34,29.4,13.7,4.2,10.6,39.3,1.9,5.4,35.3,3.4,3.9,87.2,0.6,1.9,2.5,2.3,1.6,0.7,0.1,1.8,-7.2
Marine Johannès,2019,New York Liberty,1611661313,19,18.2,7.2,2.5,5.8,43.6,1.3,3.5,37.9,0.8,1,78.9,0.5,1.3,1.8,2.4,1.2,0.4,0.2,1.6,-1.7
Nayo Raincock-Ekunwe,2019,New York Liberty,1611661313,28,13.1,3.7,1.5,2.8,54.4,0,0.1,33.3,0.6,0.9,64,1.4,1.4,2.8,0.4,0.8,0.3,0.1,1.5,0.1
Rebecca Allen,2019,New York Liberty,1611661313,24,17.2,7.2,2.7,6.5,41.7,1.2,2.8,42.6,0.5,0.7,81.3,0.5,2,2.5,0.7,0.7,0.5,0.8,2.1,-0.1
Reshanda Gray,2019,New York Liberty,1611661313,34,15.3,5.2,2.1,4.4,47.3,0,0.1,50,1,1.8,56.5,1.8,3.4,5.2,0.5,1.2,0.5,0.2,3.3,-3.2
Tanisha Wright,2019,New York Liberty,1611661313,31,19.8,4.7,1.7,4.2,41.5,0.5,1.2,36.8,0.8,1,80.6,0.7,2.1,2.8,4.1,1.8,1,0.3,2.2,-2.4
Tiffany Bias,2019,New York Liberty,1611661313,12,8.7,1.9,0.6,2.3,25,0.3,1.6,15.8,0.5,0.6,85.7,0,0.5,0.5,0.9,0.7,0.3,0,0.6,-0.1
Tina Charles,2019,New York Liberty,1611661313,33,31.1,16.9,6.7,17.2,38.9,0.3,1.8,18.6,3.3,4,81.2,2,5.6,7.5,2.4,2.6,0.7,0.9,2.8,-7.8
Amanda Zahui B,2020,New York Liberty,1611661313,21,25.3,9,3.1,8.8,35.3,1.6,4.8,34,1.2,1.7,69.4,0.7,7.8,8.5,1.9,2.6,0.9,1.2,3.1,-6.7
Jazmine Jones,2020,New York Liberty,1611661313,20,21.4,10.8,3.5,8.6,40.4,0.8,2.3,33.3,3.2,4,78.8,0.9,3.2,4.1,2.3,2.9,1.4,0.5,3,-7.4
Jocelyn Willoughby,2020,New York Liberty,1611661313,22,17.4,5.8,1.8,5,35.8,0.7,1.7,40.5,1.6,1.9,83.3,0.7,1.7,2.4,0.9,1.4,0.7,0.3,2.3,-7
Joyner Holmes,2020,New York Liberty,1611661313,19,10,2.9,1.2,3.8,30.6,0.2,1.5,10.7,0.5,0.6,75,0.8,1.9,2.7,0.7,0.7,0.1,0.1,0.7,-4.8
Kia Nurse,2020,New York Liberty,1611661313,21,27.5,12.2,3.2,11.9,27.3,1.5,6.2,23.8,4.2,4.9,86.4,0.5,2.3,2.9,2.3,2.2,0.5,0.2,1.8,-8.6
Kiah Stokes,2020,New York Liberty,1611661313,22,27.3,5.7,2.3,6.2,37.2,0.9,3.9,23.5,0.2,0.3,57.1,1.3,5.4,6.7,1.2,1.3,0.5,1.2,2,-8.4
Kylee Shook,2020,New York Liberty,1611661313,20,14.5,4.1,1.6,4,40.5,0.2,0.9,17.6,0.7,0.9,82.4,0.8,2.1,2.8,0.6,1,0.4,0.5,1.3,-8.4
Layshia Clarendon,2020,New York Liberty,1611661313,19,26.1,11.5,3.9,8.4,46.5,0.8,2.3,34.1,2.9,3.3,87.3,0.3,2.2,2.5,3.9,3.4,0.9,0,2.9,-7.2
Leaonna Odom,2020,New York Liberty,1611661313,22,20.6,5.5,2.2,4.5,49,0.2,0.9,25,0.9,1,87,1.5,0.7,2.3,0.7,0.7,0.7,0.4,1.7,-5
Megan Walker,2020,New York Liberty,1611661313,18,11.4,3.3,1.4,4.3,32.1,0.3,2.4,14,0.2,0.3,60,0.6,0.9,1.5,0.3,0.4,0.2,0,0.8,-7.1
Paris Kea,2020,New York Liberty,1611661313,11,15,6.9,2.5,6.6,38.4,1.2,3,39.4,0.6,0.7,87.5,0.5,1.5,2,1.5,1.7,0.6,0.3,1.1,-6.6
Sabrina Ionescu,2020,New York Liberty,1611661313,3,26.6,18.3,6.3,14,45.2,2.3,6.7,35,3.3,3.3,100,0.7,4,4.7,4,4.3,0.7,0,1.3,-8.7
Betnijah Laney,2021,New York Liberty,1611661313,32,33.7,16.8,6.3,14.1,45.1,1.1,3.4,31.2,3,3.8,78.7,0.8,3.3,4.1,5.2,3.7,0.7,0.1,2.2,-5.6
DiDi Richards,2021,New York Liberty,1611661313,31,11.2,2.3,0.9,2.1,42.2,0.3,0.7,45.5,0.2,0.3,60,0.3,0.8,1.1,0.8,0.5,0.5,0.2,0.8,-2.3
Jazmine Jones,2021,New York Liberty,1611661313,27,16.6,5.9,2,5.5,35.6,0.7,1.7,38.3,1.3,1.7,76.1,0.4,2,2.4,1.1,1.6,0.5,0.4,2.4,-4.1
Joyner Holmes,2021,New York Liberty,1611661313,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-4
Kiah Stokes,2021,New York Liberty,1611661313,9,15,1.7,0.7,1.2,54.5,0.1,0.2,50,0.2,0.2,100,0.9,3.3,4.2,0.6,0.7,0.4,0.7,1.6,-2.8
Kylee Shook,2021,New York Liberty,1611661313,30,18.9,5.7,2.4,5.1,46.7,0.8,2,39.3,0.1,0.2,80,0.7,3.4,4,1.4,1.3,0.3,0.5,1.6,-1.7
Layshia Clarendon,2021,New York Liberty,1611661313,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,-5
Leaonna Odom,2021,New York Liberty,1611661313,18,11.5,3.1,1.2,2.5,46.7,0.3,0.9,29.4,0.5,0.7,75,0.6,0.6,1.2,0.4,0.6,0.3,0.3,1.4,-3.8
Michaela Onyenwere,2021,New York Liberty,1611661313,32,22.5,8.6,2.8,7.1,39.9,1.2,3.5,32.7,1.8,2.1,83.6,0.7,2.3,2.9,0.6,1.1,0.4,0.3,2.5,-3.1
Natasha Howard,2021,New York Liberty,1611661313,13,27.5,16.2,6.7,13.5,49.4,0.9,2.8,33.3,1.8,2.4,77.4,2.2,5.1,7.2,1.7,3.8,1.3,0.5,2.9,-5.3
Rebecca Allen,2021,New York Liberty,1611661313,25,24.2,9.2,3,8.6,34.3,1.9,5,38.1,1.3,1.5,89.2,0.8,2.9,3.7,1.1,0.8,1.6,1.2,2.2,-8.4
Reshanda Gray,2021,New York Liberty,1611661313,15,14,5.9,2.3,4.3,53.1,0.1,0.6,22.2,1.2,1.7,69.2,0.9,2.7,3.5,0.3,1.4,0.3,0.3,3.1,-2.3
Sabrina Ionescu,2021,New York Liberty,1611661313,30,30,11.7,3.8,9.9,37.9,1.8,5.5,32.5,2.4,2.6,91.1,0.7,5,5.7,6.1,3.2,0.6,0.5,1.8,-3.5
Sami Whitcomb,2021,New York Liberty,1611661313,30,28.1,11.7,4.1,8.7,47.3,2.5,6,42.5,0.9,1.1,81.8,0.3,4.7,5,2.7,2.1,1,0.3,1.8,-3.1
Asia (AD) Durr,2022,New York Liberty,1611661313,10,7,1.4,0.3,1.7,17.6,0.1,0.9,11.1,0.7,0.8,87.5,0,0.1,0.1,0.4,0.5,0.5,0.2,0.4,-4.8
Betnijah Laney,2022,New York Liberty,1611661313,9,28.3,11.2,4.2,10,42.2,1.2,3.2,37.9,1.6,1.8,87.5,0.1,3.2,3.3,2.8,2.7,0.4,0.1,2.7,-4.2
Crystal Dangerfield,2022,New York Liberty,1611661313,30,22.1,5.4,2,5.1,39.5,0.7,2.2,32.3,0.7,1,70,0.4,1.7,2.1,2.5,0.9,0.6,0.1,1.4,-0.2
DiDi Richards,2022,New York Liberty,1611661313,14,11.1,2.3,0.8,2.6,30.6,0.2,0.8,27.3,0.5,0.7,70,0.4,1.4,1.7,1.4,0.9,0.1,0.4,1.8,-1.1
Han Xu,2022,New York Liberty,1611661313,32,16.8,8.5,3.4,6.9,49.3,0.5,1.1,44.4,1.2,1.5,79.6,1.2,2.4,3.6,0.9,0.7,0.5,0.7,1,-0.9
Jocelyn Willoughby,2022,New York Liberty,1611661313,11,11,2.6,1,2.4,42.3,0.3,1,27.3,0.4,0.7,50,0.2,1.5,1.6,0.4,0.8,0.5,0.2,0.7,-5.5
Lorela Cubaj,2022,New York Liberty,1611661313,11,8,0.7,0.4,1.1,33.3,0,0,0,0,0,0,0.8,1.3,2.1,0.4,0.5,0,0.2,1.1,-4.4
Marine Johannès,2022,New York Liberty,1611661313,24,25.5,10,3.5,7.5,46.4,2.3,5.3,43.7,0.8,1,87,0.2,1.5,1.7,3.4,1.8,0.6,0.1,1.6,0.4
Michaela Onyenwere,2022,New York Liberty,1611661313,34,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.7,0.4,0.2,2,0.6
Natasha Howard,2022,New York Liberty,1611661313,35,29.9,15.1,5.9,12.2,48.2,0.9,2.6,32.6,2.5,3.5,71.5,2,5.3,7.3,2.3,3.2,1.3,1,3.1,-0.7
Rebecca Allen,2022,New York Liberty,1611661313,25,20.9,7,2.6,6.8,37.9,1,3.3,31.3,0.8,1,83.3,0.3,3,3.4,1.2,1,0.8,1,1.9,-1.2
Sabrina Ionescu,2022,New York Liberty,1611661313,36,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,1,6.1,7.1,6.3,3,1.1,0.3,2.1,-1.1
Sami Whitcomb,2022,New York Liberty,1611661313,35,21.3,6.5,2.1,5.7,36.8,1.7,4.8,35.1,0.6,0.7,87,0.3,2.1,2.3,2.3,1.4,0.7,0.1,1.6,-2.2
Stefanie Dolson,2022,New York Liberty,1611661313,36,23,8.1,3.1,6.4,49.3,0.7,1.8,39.4,1.1,1.2,90.5,1.2,3.6,4.8,1.8,1.6,0.4,0.8,3.1,-1.2
Betnijah Laney,2023,New York Liberty,1611661313,14,27.9,10.4,3.9,8.5,45.4,1.6,3.6,43.1,1.1,1.3,83.3,0.4,2.6,3.1,2.1,1.3,0.7,0.1,2.2,0.9
Breanna Stewart,2023,New York Liberty,1611661313,14,33.6,22.1,7.4,15.4,47.9,1.9,4.9,37.7,5.6,6.6,83.9,1.7,8.2,9.9,3.9,2,1.5,1.6,2.4,6.3
Courtney Vandersloot,2023,New York Liberty,1611661313,14,31.2,11.2,4.3,9.9,43.5,0.7,2.8,25.6,1.9,2.4,79.4,0.6,3.1,3.7,8.4,3.1,1.4,0.7,2.4,3.1
Epiphanny Prince,2023,New York Liberty,1611661313,4,13.1,3.3,1,2.8,36.4,0.5,1.8,28.6,0.8,0.8,100,0.3,1,1.3,1.5,1.8,0.5,0.3,1,1
Han Xu,2023,New York Liberty,1611661313,5,3.7,0.8,0.4,1.8,22.2,0,0.8,0,0,0,0,0.2,0.2,0.4,0,0.4,0.2,0.2,0.2,-3.4
Jocelyn Willoughby,2023,New York Liberty,1611661313,9,5.5,1.7,0.6,0.9,62.5,0.3,0.7,50,0.2,0.2,100,0,0.2,0.2,0.6,0.1,0.2,0,0.3,-0.7
Jonquel Jones,2023,New York Liberty,1611661313,14,22,10.2,4.1,7.7,52.8,0.8,1.9,42.3,1.3,1.6,81.8,2.1,4.6,6.6,1.4,2,0.4,1.4,2.7,4.6
Kayla Thornton,2023,New York Liberty,1611661313,14,18.7,5.8,2.1,4.2,49.2,0.8,1.9,40.7,0.9,1.2,70.6,0.9,2.5,3.4,0.6,0.2,0.9,0.3,1.4,6.1
Marine Johannès,2023,New York Liberty,1611661313,10,21.1,9.4,3.6,7.8,46.2,2,5.1,39.2,0.2,0.3,66.7,0.4,1.2,1.6,2.1,1.5,1,0,1.5,3.9
Nyara Sabally,2023,New York Liberty,1611661313,12,9.9,3.5,1.3,2.8,45.5,0.2,0.5,33.3,0.8,1.2,71.4,0.6,1.9,2.5,0.1,0.6,0.1,0.3,1.4,1.3
Sabrina Ionescu,2023,New York Liberty,1611661313,12,30.9,15.3,4.8,12.7,38.2,3,7.1,42.4,2.7,3.1,86.5,0.8,4.9,5.7,4.7,2.4,1,0.3,1.8,5.9
Stefanie Dolson,2023,New York Liberty,1611661313,11,12.5,3.4,1.3,2.4,53.8,0.1,0.6,14.3,0.7,0.9,80,0.5,1.5,2,1.5,1.4,0,0.5,2.5,3.2
Bridget Pettis,1997,Phoenix Mercury,1611661317,28,29.7,12.5,3.8,11.3,33.5,1.4,4.7,30.5,3.5,3.9,89.8,1.3,2.5,3.8,2.8,2.9,1.7,0.4,2,3.3
Jennifer Gillom,1997,Phoenix Mercury,1611661317,28,30.7,15.7,5.8,13.3,43.8,0.7,2.2,32.8,3.4,4.3,77.7,1.6,3.8,5.3,0.8,2.1,1.3,0.5,3.3,2
Marlies Askamp,1997,Phoenix Mercury,1611661317,28,18.6,7.4,2.5,6.3,39,0,0,0,2.5,3.3,76.1,2.4,2.8,5.1,0.8,1.6,0.8,0.3,2.1,2.7
Michele Timms,1997,Phoenix Mercury,1611661317,27,35.4,11.6,3.5,10.7,33,1.7,5.1,34.1,2.9,3.8,75.5,0.9,2.8,3.7,5,2.9,2.6,0.1,3.5,4.9
Mikiko Hagiwara,1997,Phoenix Mercury,1611661317,12,15.5,2.8,0.8,3.3,25.6,0.7,2.3,28.6,0.4,0.8,50,0.4,0.8,1.2,0.8,0.6,0.2,0,0.8,-2.6
Molly Tuter,1997,Phoenix Mercury,1611661317,3,0.9,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monique Ambers,1997,Phoenix Mercury,1611661317,19,4.6,0.7,0.2,0.5,44.4,0,0,0,0.3,0.8,40,0.5,0.5,1.1,0.2,0.4,0,0.1,0.7,0.4
Nancy Lieberman,1997,Phoenix Mercury,1611661317,25,11.2,2.6,1,3.1,32.5,0.2,1,23.1,0.3,0.4,80,0.2,1,1.3,1.6,1.6,0.6,0.1,1.4,-0.2
Ryneldi Becenti,1997,Phoenix Mercury,1611661317,1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2
Tara Williams,1997,Phoenix Mercury,1611661317,12,6.9,3.1,1.3,3.3,41,0.4,0.9,45.5,0,0,0,0.1,0.6,0.7,0.3,0.3,0.3,0,0.8,-0.8
Tia Jackson,1997,Phoenix Mercury,1611661317,26,12.2,2.8,0.9,2.7,34.3,0.1,0.3,37.5,0.8,1,84,0.8,1.2,2,1,1.4,0.9,0.3,1.2,0.1
Toni Foster,1997,Phoenix Mercury,1611661317,28,25.9,8.5,3.3,7.1,46,0,0.2,16.7,2,2.8,70.9,2.2,3.8,6,1,1.8,1.9,0.8,2.7,0.9
Umeki Webb,1997,Phoenix Mercury,1611661317,28,27.3,5,1.6,5.6,29.3,0,0.5,6.7,1.6,2.4,68.7,1.4,2.6,4,2.4,1.9,2.4,0.3,3.2,4.7
Andrea Kuklova,1998,Phoenix Mercury,1611661317,29,11.8,3.3,1.3,3.3,40,0,0.2,14.3,0.7,1.2,55.6,0.7,0.6,1.3,1.1,1.4,0.6,0.1,1.4,1.4
Brandy Reed,1998,Phoenix Mercury,1611661317,24,10.6,5.2,2.1,4,52.6,0.1,0.3,25,0.9,1.3,71,1.5,1.8,3.3,0.8,1.4,0.8,0.3,1.3,2.7
Bridget Pettis,1998,Phoenix Mercury,1611661317,30,28.3,11.3,3.8,10,37.7,1.2,4.1,28.5,2.6,3,86.5,1.1,2.3,3.4,2.1,2.1,1,0.3,2.5,5.5
Jennifer Gillom,1998,Phoenix Mercury,1611661317,30,32.1,20.9,7.6,16.4,46.5,1,2.7,37.8,4.6,6.5,70.3,2.1,5.2,7.3,1.4,3,1.7,0.3,3.1,5.2
Kristi Harrower,1998,Phoenix Mercury,1611661317,30,11.8,2.3,0.6,1.7,36.5,0.4,1.1,34.4,0.7,0.9,75,0.1,0.6,0.7,1.7,1,0.5,0.1,0.8,1.8
Maria Stepanova,1998,Phoenix Mercury,1611661317,20,6.4,3.3,1.3,3.1,42.6,0,0,0,0.7,1.1,63.6,0.9,1.1,1.9,0.4,0.5,0.2,0.6,1.5,1
Marlies Askamp,1998,Phoenix Mercury,1611661317,26,12.2,5.3,1.9,4,47.1,0,0,0,1.6,2.4,66.1,1.4,1.9,3.3,0.5,0.8,0.5,0.3,1.7,3.3
Michele Timms,1998,Phoenix Mercury,1611661317,30,31.2,6.9,2.4,7.4,31.8,1,3.5,29.8,1.1,1.6,69.4,0.6,1.9,2.5,5.3,2.3,1.3,0.1,2.5,3.9
Michelle Brogan,1998,Phoenix Mercury,1611661317,30,25.9,9.2,3.1,6.1,50.5,0.4,0.8,47.8,2.6,3.3,79.6,1.5,2.9,4.4,1.4,1.7,1.5,0.2,1.6,3.4
Mikiko Hagiwara,1998,Phoenix Mercury,1611661317,10,5.8,2.2,0.8,2.1,38.1,0.4,1.2,33.3,0.2,0.3,66.7,0,0.2,0.2,0.3,0.5,0,0,0.4,1.1
Pauline Jordan,1998,Phoenix Mercury,1611661317,6,5.1,2.5,0.8,1.3,62.5,0,0,0,0.8,1.2,71.4,0.2,0.7,0.8,0.7,0.2,0,0,0.7,1
Toni Foster,1998,Phoenix Mercury,1611661317,16,13.6,4.9,1.8,3.8,46.7,0,0,0,1.4,1.9,76.7,0.6,1.3,1.9,1.2,0.9,0.9,0.3,1.3,1.1
Umeki Webb,1998,Phoenix Mercury,1611661317,30,28.2,5.3,1.9,5.3,36.3,0.1,0.5,28.6,1.3,2,66.1,1.6,2.3,3.9,3.1,1.4,1.6,0.7,3.5,4
Amanda Wilson,1999,Phoenix Mercury,1611661317,12,2.9,1,0.3,1,33.3,0.1,0.4,20,0.3,0.3,100,0.3,0.2,0.5,0.2,0.2,0.1,0.1,0.3,0.3
Andrea Kuklova,1999,Phoenix Mercury,1611661317,5,2.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.2
Angela Aycock,1999,Phoenix Mercury,1611661317,8,3.6,0.5,0,0.5,0,0,0.4,0,0.5,0.5,100,0,0.1,0.1,0.4,0.8,0.3,0,0.6,1.1
Bridget Pettis,1999,Phoenix Mercury,1611661317,32,16.8,5.7,2,6.7,30.4,0.7,3.1,22.4,0.9,1.5,61.7,0.9,0.9,1.8,1.4,0.9,0.8,0.1,1.8,1.6
Clarissa Davis-Wrightsil,1999,Phoenix Mercury,1611661317,14,19,9.3,3.7,8.6,43.3,0.7,2.4,30.3,1.1,1.7,66.7,1.1,1.6,2.7,1.4,1.6,0.9,0.3,2.8,-0.3
Edna Campbell,1999,Phoenix Mercury,1611661317,28,26.8,9.6,3.4,9.3,36.4,1.4,3.6,37.6,1.4,2,71.4,0.4,1.5,1.9,1.3,1.7,0.9,0.4,1.9,-3
Jennifer Gillom,1999,Phoenix Mercury,1611661317,32,34.1,15,5.1,13.3,38.3,0.6,2.3,25,4.3,5.4,79.2,1.6,4.1,5.7,1.7,2.7,1.2,0.2,3.3,-1.8
Kristi Harrower,1999,Phoenix Mercury,1611661317,32,20.7,4.3,1.1,3,36.1,0.4,1.3,28.6,1.8,2.2,80.3,0.3,1.7,2,3,1.4,0.8,0.1,1.4,0.9
Lisa Harrison,1999,Phoenix Mercury,1611661317,32,25.5,6,2.5,5.3,47.4,0,0.3,10,0.9,1.3,66.7,1.5,2.6,4,1.7,1.1,0.7,0.2,2,1.3
Maria Stepanova,1999,Phoenix Mercury,1611661317,32,17.2,7.8,3,6.2,48.5,0,0.1,50,1.7,2.7,64,1.9,3.2,5.1,0.8,1.3,0.4,1.9,2.7,2
Marlies Askamp,1999,Phoenix Mercury,1611661317,30,26,9.4,3.2,6.6,48.2,0,0.1,0,3.1,3.8,81.6,3.1,4.1,7.2,0.8,1.2,0.7,0.6,3.3,-0.7
Merlelynn Lang-Harris,1999,Phoenix Mercury,1611661317,1,2.9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,-8
Michele Timms,1999,Phoenix Mercury,1611661317,30,26.7,6.8,2.3,6.4,35.4,1,3,34.8,1.3,1.6,77.6,0.6,2.1,2.6,5,3,1.4,0.2,2.9,-1.9
Toni Foster,1999,Phoenix Mercury,1611661317,10,4.3,2.5,0.7,1.2,58.3,0,0,0,1.1,1.6,68.8,0.4,0.4,0.8,0.1,0.4,0,0.1,0.6,0.1
Adrian Williams-Strong,2000,Phoenix Mercury,1611661317,28,12.6,2.8,1,2.6,40.3,0,0,0,0.7,1.4,52.6,0.9,1.7,2.5,0.6,1,0.5,0.1,1.5,0
Amanda Wilson,2000,Phoenix Mercury,1611661317,3,3.2,0.7,0,0.3,0,0,0,0,0.7,1.3,50,0,0.3,0.3,0.3,0,0,0,0.7,0
Brandy Reed,2000,Phoenix Mercury,1611661317,32,34.1,19,7.2,14.3,50.7,0.6,1.3,41.9,4,4.4,90.1,1.8,4,5.9,2.7,2.8,2.1,0.7,1.6,3.5
Bridget Pettis,2000,Phoenix Mercury,1611661317,32,18.4,5.9,1.9,5.3,35.7,0.6,2.3,26.7,1.5,1.9,80.3,0.6,1.3,1.9,1.4,1.2,1,0.1,1.9,1.1
Dena Head,2000,Phoenix Mercury,1611661317,17,8.8,1.6,0.5,1.3,36.4,0.1,0.4,14.3,0.6,0.9,62.5,0.3,0.8,1.1,0.9,0.6,0.2,0,1,1.2
Jennifer Gillom,2000,Phoenix Mercury,1611661317,30,27.5,12.3,4.6,10.5,43.6,0.6,2.2,25.4,2.6,3.5,74.5,1,2.8,3.9,1.5,2,0.7,1,3,2.4
Lisa Harrison,2000,Phoenix Mercury,1611661317,31,23.9,6.3,2.5,4.9,52.3,0.3,0.4,66.7,1,1.2,81.1,1.2,2.7,3.9,1.2,0.7,1,0.1,2,2.7
Maria Stepanova,2000,Phoenix Mercury,1611661317,15,11.4,3.8,1.6,3.6,44.4,0,0,0,0.6,1,60,1,2.2,3.2,0.5,1.5,0.3,0.6,2.8,3.2
Michele Timms,2000,Phoenix Mercury,1611661317,8,22.1,3.8,1.4,3.8,36.7,0.5,2.1,23.5,0.5,0.5,100,0.3,1.8,2,2.3,2.3,1.9,0.3,2.8,-0.3
Michelle Brogan,2000,Phoenix Mercury,1611661317,28,26,7.5,2.5,4.9,51.1,0.3,0.9,32,2.3,2.8,79.7,1.4,2.5,4,1.8,1.3,1.1,0.2,3.1,4.1
Michelle Cleary,2000,Phoenix Mercury,1611661317,24,21.1,2.5,0.6,1.9,32.6,0.4,1.3,33.3,0.8,1.1,70.4,0.5,1,1.5,3.1,0.6,1.4,0.1,1.5,3.3
Nicole Kubik,2000,Phoenix Mercury,1611661317,4,4.9,1.5,0.3,0.8,33.3,0,0.3,0,1,1,100,0,0.5,0.5,0.5,0.8,0,0,1,0.8
Rankica Sarenac,2000,Phoenix Mercury,1611661317,20,7,3.2,1.2,2.2,52.3,0.1,0.1,100,0.9,1.4,63,0.6,1,1.5,0.4,0.9,0,0.1,1.5,-0.1
Tonya Edwards,2000,Phoenix Mercury,1611661317,32,28.9,10.6,3.5,9.3,37.6,1.1,3.6,30.7,2.5,3.2,78.2,0.6,1.8,2.4,1.8,2,1.1,0.3,2.5,3.7
Adrian Williams-Strong,2001,Phoenix Mercury,1611661317,25,15,3.8,1.5,4.5,33.6,0,0,0,0.8,1.1,71.4,0.8,2.2,3,0.4,1.4,0.6,0.2,1.7,-4.2
Adriana Moises Pinto,2001,Phoenix Mercury,1611661317,7,17.4,5.9,2,5.1,38.9,0.6,1.7,33.3,1.3,1.7,75,0.6,1.7,2.3,2.4,2.3,0.9,0,1.6,-1.7
Brandy Reed,2001,Phoenix Mercury,1611661317,1,12.8,3,1,8,12.5,0,0,0,1,1,100,0,3,3,0,0,0,0,0,4
Bridget Pettis,2001,Phoenix Mercury,1611661317,32,15.5,5.4,1.7,5,33.3,0.6,2,31.7,1.4,1.8,82.1,0.9,0.9,1.9,1.6,1.2,0.9,0.1,1.5,-1.2
E.C. Hill,2001,Phoenix Mercury,1611661317,3,2.3,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0.7,-3.7
Ilona Korstine,2001,Phoenix Mercury,1611661317,12,6.2,1.8,0.6,2.1,28,0.1,0.3,33.3,0.5,0.6,85.7,0.5,0.4,0.9,0.4,0.8,0.3,0,0.3,-1.1
Jaynetta Saunders,2001,Phoenix Mercury,1611661317,28,9.1,2.4,0.9,2.8,32.5,0,0.1,33.3,0.6,0.9,68,0.5,1,1.4,0.3,0.5,0.4,0.3,1,-0.9
Jennifer Gillom,2001,Phoenix Mercury,1611661317,32,26.8,12.3,4.7,11.1,42.3,0.8,2.2,34.3,2.2,3,74,1.1,2.8,4,1.1,2.2,1,0.6,2.8,-0.4
Kristen Veal,2001,Phoenix Mercury,1611661317,29,22.6,4,1.2,4.3,28,0.5,1.7,28,1.1,1.4,76.2,0.5,1.6,2.1,4.3,2.8,1.1,0.1,2,-3.1
Lisa Harrison,2001,Phoenix Mercury,1611661317,32,28.6,7.7,3,7,43,0.1,0.3,33.3,1.6,1.8,86.4,1.2,3.1,4.3,1.6,1.5,1.2,0,1.8,-2.4
Maria Stepanova,2001,Phoenix Mercury,1611661317,32,25.5,10.4,4.5,8.8,50.7,0,0.1,0,1.5,2.4,61.5,2.1,4.2,6.3,1.3,1.6,1.3,2,3.4,-1.8
Michele Timms,2001,Phoenix Mercury,1611661317,21,19.5,4.7,1.8,5.2,34.5,0.7,2.2,30.4,0.4,0.5,80,0.5,1.6,2.1,4.1,2,1,0.1,2,1.1
Michelle Cleary,2001,Phoenix Mercury,1611661317,4,12.2,0.5,0,0.8,0,0,0.5,0,0.5,0.5,100,0.5,0.3,0.8,2.3,0.8,0.5,0,0.5,1.3
Nicole Kubik,2001,Phoenix Mercury,1611661317,3,7.1,0.7,0.3,1.3,25,0,0.3,0,0,0,0,0,0.7,0.7,1.7,1,1.3,0,2.3,-2.3
Pat Luckey,2001,Phoenix Mercury,1611661317,1,8.3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-6
Slobodanka Tuvic,2001,Phoenix Mercury,1611661317,30,10.8,1.8,0.4,1.4,31,0,0,0,0.9,2,47.5,0.6,1.5,2.1,0.6,0.9,0.5,0.6,1.6,-0.7
