GAME_ID,GAME_DATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF
22201223,2023-04-09,L,240,81,31,85,0.365,9,33,0.273,10,13,0.769,15,44,59,20,1,3,24,16
22201218,2023-04-09,L,241,95,35,89,0.393,10,37,0.27,15,16,0.938,11,33,44,27,9,5,16,24
22201229,2023-04-09,W,240,119,49,100,0.49,5,23,0.217,16,24,0.667,14,39,53,22,3,5,10,18
22201222,2023-04-09,L,240,109,41,97,0.423,14,45,0.311,13,21,0.619,14,37,51,28,11,5,12,21
22201216,2023-04-09,L,241,114,44,97,0.454,11,39,0.282,15,19,0.789,16,34,50,27,11,5,9,12
22201217,2023-04-09,W,239,134,53,101,0.525,14,32,0.438,14,19,0.737,13,37,50,31,10,5,13,23
22201226,2023-04-09,W,240,115,45,90,0.5,12,36,0.333,13,16,0.813,8,41,49,30,5,2,14,17
22201225,2023-04-09,W,239,113,39,82,0.476,13,36,0.361,22,31,0.71,8,34,42,25,7,8,17,22
22201223,2023-04-09,W,240,103,40,95,0.421,6,30,0.2,17,22,0.773,11,37,48,21,15,7,3,16
22201227,2023-04-09,W,240,109,42,84,0.5,7,28,0.25,18,25,0.72,15,36,51,25,11,2,16,15
22201220,2023-04-09,W,241,141,46,89,0.517,19,34,0.559,30,38,0.789,8,36,44,33,8,9,15,24
22201226,2023-04-09,L,241,100,40,92,0.435,7,37,0.189,13,18,0.722,11,32,43,25,8,4,12,16
22201224,2023-04-09,W,240,138,51,104,0.49,15,38,0.395,21,30,0.7,13,56,69,31,2,3,12,13
22201220,2023-04-09,L,241,136,52,108,0.481,15,40,0.375,17,22,0.773,19,34,53,29,8,8,15,24
22201221,2023-04-09,L,240,105,38,82,0.463,12,34,0.353,17,21,0.81,7,31,38,28,5,2,14,13
22201228,2023-04-09,L,240,117,51,101,0.505,10,35,0.286,5,6,0.833,7,38,45,31,4,4,11,16
22201216,2023-04-09,W,240,120,42,89,0.472,25,54,0.463,11,14,0.786,12,35,47,33,5,3,15,13
22201230,2023-04-09,L,241,101,38,95,0.4,9,35,0.257,16,24,0.667,6,24,30,25,5,3,14,9
22201227,2023-04-09,L,241,95,37,85,0.435,11,43,0.256,10,15,0.667,10,24,34,24,7,6,15,18
22201228,2023-04-09,W,240,128,47,97,0.485,18,45,0.4,16,21,0.762,10,39,49,28,4,7,10,9
22201230,2023-04-09,W,240,157,58,96,0.604,27,49,0.551,14,16,0.875,9,49,58,47,13,6,15,18
22201229,2023-04-09,L,240,114,42,99,0.424,14,37,0.378,16,22,0.727,12,35,47,29,4,3,7,21
22201221,2023-04-09,W,239,121,48,95,0.505,11,33,0.333,14,16,0.875,7,38,45,29,8,2,9,19
22201219,2023-04-09,L,240,110,38,90,0.422,17,47,0.362,17,24,0.708,13,30,43,29,13,1,14,17
22201225,2023-04-09,L,240,108,40,90,0.444,3,21,0.143,25,29,0.862,11,38,49,18,13,3,15,24
22201222,2023-04-09,W,241,114,44,90,0.489,6,21,0.286,20,28,0.714,13,38,51,24,8,6,15,15
22201217,2023-04-09,L,240,105,35,83,0.422,12,32,0.375,23,28,0.821,10,32,42,22,6,6,18,22
22201219,2023-04-09,W,241,123,45,83,0.542,18,44,0.409,15,20,0.75,7,37,44,30,10,3,18,20
22201224,2023-04-09,L,239,117,46,108,0.426,17,53,0.321,8,16,0.5,8,38,46,28,4,3,2,21
22201218,2023-04-09,W,241,106,37,81,0.457,6,32,0.188,26,30,0.867,10,39,49,23,8,5,18,14
22201213,2023-04-08,L,240,114,41,90,0.456,15,46,0.326,17,24,0.708,5,36,41,32,7,9,14,20
22201215,2023-04-08,L,240,125,47,89,0.528,14,32,0.438,17,23,0.739,7,27,34,32,8,4,10,20
22201215,2023-04-08,W,243,136,49,93,0.527,12,35,0.343,26,30,0.867,13,38,51,30,7,5,12,17
22201214,2023-04-08,W,241,151,56,101,0.554,24,43,0.558,15,21,0.714,11,34,45,42,8,8,7,18
22201213,2023-04-08,W,240,118,44,100,0.44,11,35,0.314,19,23,0.826,17,42,59,30,9,2,16,18
22201214,2023-04-08,L,242,131,50,95,0.526,13,29,0.448,18,24,0.75,10,35,45,34,5,4,13,16
22201206,2023-04-07,L,241,102,40,93,0.43,9,31,0.29,13,17,0.765,12,23,35,21,12,2,7,17
22201210,2023-04-07,W,241,115,46,88,0.523,11,31,0.355,12,18,0.667,8,42,50,24,6,4,12,15
22201208,2023-04-07,L,241,114,42,92,0.457,21,49,0.429,9,11,0.818,11,27,38,30,5,3,17,15
22201202,2023-04-07,L,239,109,38,88,0.432,13,41,0.317,20,27,0.741,7,34,41,22,10,9,17,21
22201212,2023-04-07,L,240,107,43,104,0.413,9,36,0.25,12,14,0.857,13,34,47,23,7,10,9,12
22201208,2023-04-07,W,240,137,53,93,0.57,20,42,0.476,11,15,0.733,11,33,44,39,9,6,12,20
22201202,2023-04-07,W,241,112,42,89,0.472,7,21,0.333,21,28,0.75,14,34,48,21,11,9,18,23
22201204,2023-04-07,L,241,108,43,98,0.439,15,47,0.319,7,12,0.583,14,33,47,26,7,4,16,29
22201207,2023-04-07,W,241,101,35,89,0.393,9,42,0.214,22,25,0.88,10,35,45,27,14,3,9,12
22201211,2023-04-07,W,238,119,41,78,0.526,16,36,0.444,21,24,0.875,10,37,47,36,6,7,24,22
22201206,2023-04-07,W,242,121,45,81,0.556,15,44,0.341,16,21,0.762,13,40,53,37,4,7,19,14
22201212,2023-04-07,W,238,121,45,92,0.489,18,36,0.5,13,17,0.765,10,44,54,25,6,6,15,12
22201203,2023-04-07,W,241,122,44,90,0.489,13,31,0.419,21,26,0.808,10,32,42,24,12,6,13,24
22201205,2023-04-07,L,264,131,51,92,0.554,10,33,0.303,19,28,0.679,4,34,38,32,11,7,20,19
22201204,2023-04-07,W,240,114,39,84,0.464,7,33,0.212,29,37,0.784,12,38,50,23,4,3,16,18
22201207,2023-04-07,L,240,84,31,87,0.356,7,38,0.184,15,17,0.882,15,42,57,17,6,6,21,19
22201209,2023-04-07,L,240,105,38,88,0.432,14,43,0.326,15,20,0.75,7,30,37,19,5,2,9,17
22201203,2023-04-07,L,240,115,41,83,0.494,11,31,0.355,22,28,0.786,9,33,42,29,7,3,19,22
22201209,2023-04-07,W,241,113,42,79,0.532,10,28,0.357,19,20,0.95,4,39,43,27,4,7,12,17
22201211,2023-04-07,L,240,97,38,98,0.388,11,39,0.282,10,18,0.556,18,22,40,24,10,3,12,16
22201205,2023-04-07,W,266,136,51,102,0.5,11,22,0.5,23,29,0.793,13,39,52,33,10,2,20,22
22201210,2023-04-07,L,240,112,42,93,0.452,18,55,0.327,10,13,0.769,7,36,43,23,7,3,9,15
22201200,2023-04-06,W,242,114,39,97,0.402,15,45,0.333,21,26,0.808,17,33,50,29,12,2,12,17
22201197,2023-04-06,L,241,94,33,83,0.398,13,39,0.333,15,19,0.789,9,30,39,21,8,8,21,11
22201198,2023-04-06,W,239,129,49,88,0.557,18,39,0.462,13,15,0.867,10,32,42,39,3,0,10,13
22201197,2023-04-06,W,240,118,46,88,0.523,18,38,0.474,8,9,0.889,9,33,42,31,13,7,16,21
22201200,2023-04-06,L,240,98,41,83,0.494,5,31,0.161,11,16,0.688,7,38,45,24,5,2,19,23
22201201,2023-04-06,W,239,119,41,79,0.519,17,36,0.472,20,25,0.8,7,26,33,26,4,6,10,16
22201199,2023-04-06,W,238,129,47,106,0.443,10,35,0.286,25,28,0.893,18,29,47,29,9,4,14,12
22201199,2023-04-06,L,242,127,51,96,0.531,10,28,0.357,15,18,0.833,8,28,36,34,7,14,15,22
22201201,2023-04-06,L,239,115,44,83,0.53,8,23,0.348,19,23,0.826,9,29,38,24,7,2,12,19
22201198,2023-04-06,L,239,101,39,76,0.513,10,36,0.278,13,15,0.867,3,29,32,23,7,4,15,18
22201189,2023-04-05,L,240,108,41,84,0.488,13,28,0.464,13,14,0.929,9,25,34,27,5,3,14,18
22201196,2023-04-05,W,239,125,43,82,0.524,16,36,0.444,23,27,0.852,5,33,38,23,9,4,12,18
22201189,2023-04-05,W,240,123,45,86,0.523,17,43,0.395,16,23,0.696,11,27,38,36,6,7,11,12
22201190,2023-04-05,W,240,138,52,100,0.52,18,46,0.391,16,25,0.64,20,32,52,34,13,8,14,21
22201194,2023-04-05,L,267,131,50,104,0.481,12,36,0.333,19,25,0.76,15,34,49,33,10,6,13,25
22201195,2023-04-05,W,242,123,44,89,0.494,20,44,0.455,15,18,0.833,7,32,39,24,4,7,10,18
22201193,2023-04-05,L,241,92,36,83,0.434,11,33,0.333,9,11,0.818,5,33,38,28,10,3,15,11
22201196,2023-04-05,L,241,118,45,89,0.506,12,29,0.414,16,24,0.667,10,34,44,27,4,3,14,17
22201192,2023-04-05,L,241,93,37,90,0.411,6,33,0.182,13,17,0.765,13,37,50,20,10,7,11,19
22201193,2023-04-05,W,240,105,39,92,0.424,18,46,0.391,9,11,0.818,13,40,53,26,7,3,12,13
22201190,2023-04-05,L,240,129,45,87,0.517,15,30,0.5,24,30,0.8,10,27,37,33,6,5,17,17
22201194,2023-04-05,W,264,138,44,88,0.5,21,39,0.538,29,39,0.744,8,36,44,35,9,8,16,22
22201191,2023-04-05,L,240,116,45,94,0.479,6,28,0.214,20,26,0.769,12,27,39,23,10,9,14,26
22201191,2023-04-05,W,239,134,43,84,0.512,13,30,0.433,35,40,0.875,12,36,48,30,10,5,16,23
22201195,2023-04-05,L,241,119,46,106,0.434,12,37,0.324,15,19,0.789,22,35,57,31,7,1,9,19
22201192,2023-04-05,W,241,97,38,89,0.427,11,38,0.289,10,18,0.556,11,37,48,20,5,7,15,14
22201186,2023-04-04,L,265,133,47,90,0.522,15,33,0.455,24,31,0.774,6,35,41,29,4,3,12,28
22201186,2023-04-04,W,265,135,48,96,0.5,12,34,0.353,27,35,0.771,11,33,44,27,6,7,11,21
22201184,2023-04-04,L,239,109,42,97,0.433,14,42,0.333,11,17,0.647,13,36,49,23,7,7,8,18
22201181,2023-04-04,L,240,101,38,91,0.418,15,45,0.333,10,16,0.625,13,30,43,28,4,4,8,17
22201185,2023-04-04,W,240,121,46,91,0.505,17,42,0.405,12,15,0.8,11,32,43,35,8,4,11,22
22201179,2023-04-04,L,240,128,50,99,0.505,13,27,0.481,15,21,0.714,9,33,42,30,7,4,9,21
22201188,2023-04-04,L,242,94,35,90,0.389,13,40,0.325,11,14,0.786,9,29,38,25,7,5,12,16
22201177,2023-04-04,W,239,118,41,80,0.513,13,36,0.361,23,26,0.885,5,28,33,26,12,2,7,18
22201182,2023-04-04,W,241,123,48,86,0.558,10,28,0.357,17,19,0.895,7,41,48,26,5,7,16,18
22201176,2023-04-04,L,240,100,36,77,0.468,12,31,0.387,16,19,0.842,6,36,42,27,3,4,17,22
22201183,2023-04-04,W,240,124,47,102,0.461,12,31,0.387,18,24,0.75,20,35,55,23,12,3,13,16
22201187,2023-04-04,L,241,125,44,93,0.473,11,32,0.344,26,35,0.743,13,25,38,23,4,1,10,22
22201181,2023-04-04,W,240,103,39,78,0.5,11,29,0.379,14,16,0.875,6,31,37,21,3,7,10,21
22201187,2023-04-04,W,243,136,47,95,0.495,20,47,0.426,22,30,0.733,19,35,54,25,6,6,13,22
22201185,2023-04-04,L,240,103,37,84,0.44,7,20,0.35,22,27,0.815,9,28,37,20,6,4,13,14
22201176,2023-04-04,W,240,120,42,88,0.477,15,33,0.455,21,28,0.75,10,31,41,27,13,7,6,18
22201177,2023-04-04,L,241,105,36,73,0.493,11,28,0.393,22,27,0.815,6,29,35,21,5,2,14,22
22201182,2023-04-04,L,240,105,41,89,0.461,7,31,0.226,16,20,0.8,6,26,32,16,8,6,8,18
22201178,2023-04-04,W,239,117,42,84,0.5,15,31,0.484,18,20,0.9,5,25,30,23,3,7,8,16
22201184,2023-04-04,W,240,119,42,87,0.483,18,48,0.375,17,22,0.773,8,41,49,30,5,5,11,10
22201180,2023-04-04,L,239,102,39,90,0.433,13,35,0.371,11,14,0.786,7,33,40,21,6,8,9,18
22201178,2023-04-04,L,239,113,45,89,0.506,10,23,0.435,13,17,0.765,13,34,47,25,6,1,13,22
22201180,2023-04-04,W,240,107,41,85,0.482,8,24,0.333,17,22,0.773,7,37,44,21,7,6,8,13
22201179,2023-04-04,W,241,140,50,92,0.543,23,42,0.548,17,29,0.586,12,44,56,33,6,7,18,19
22201188,2023-04-04,W,241,115,43,89,0.483,10,33,0.303,19,26,0.731,15,42,57,25,7,7,13,12
22201183,2023-04-04,L,240,103,41,87,0.471,11,36,0.306,10,18,0.556,13,34,47,26,9,13,20,18
22201171,2023-04-02,L,240,109,44,102,0.431,13,34,0.382,8,10,0.8,16,28,44,23,4,4,8,18
22201170,2023-04-02,L,264,134,49,103,0.476,11,44,0.25,25,32,0.781,13,30,43,24,9,5,15,23
22201167,2023-04-02,W,264,132,51,108,0.472,12,35,0.343,18,22,0.818,16,37,53,28,10,3,9,22
22201166,2023-04-02,L,240,105,38,79,0.481,11,26,0.423,18,23,0.783,7,40,47,29,3,5,18,17
22201174,2023-04-02,L,239,104,40,87,0.46,12,36,0.333,12,13,0.923,11,25,36,19,3,2,11,17
22201167,2023-04-02,L,266,130,49,95,0.516,10,38,0.263,22,32,0.688,10,37,47,24,4,3,14,15
22201166,2023-04-02,W,240,107,43,93,0.462,9,30,0.3,12,20,0.6,11,31,42,29,12,3,10,26
22201169,2023-04-02,W,241,128,43,75,0.573,17,33,0.515,25,40,0.625,7,34,41,30,11,6,14,26
22201175,2023-04-02,L,241,110,42,105,0.4,9,42,0.214,17,17,1.0,22,35,57,26,9,4,15,22
22201175,2023-04-02,W,239,112,44,100,0.44,9,33,0.273,15,18,0.833,17,30,47,24,11,7,11,17
22201164,2023-04-02,L,240,110,40,91,0.44,8,32,0.25,22,30,0.733,11,41,52,24,5,1,11,23
22201173,2023-04-02,L,240,105,36,83,0.434,9,24,0.375,24,29,0.828,11,33,44,21,5,6,15,26
22201164,2023-04-02,W,241,111,38,86,0.442,9,32,0.281,26,34,0.765,7,33,40,25,6,2,8,26
22201169,2023-04-02,L,242,102,32,78,0.41,9,33,0.273,29,36,0.806,9,29,38,22,4,1,16,29
22201163,2023-04-02,L,240,108,42,85,0.494,15,31,0.484,9,13,0.692,10,27,37,26,3,4,17,11
22201165,2023-04-02,L,238,107,39,84,0.464,19,43,0.442,10,12,0.833,8,39,47,29,1,3,18,22
22201170,2023-04-02,W,265,142,52,98,0.531,13,34,0.382,25,29,0.862,14,38,52,31,8,3,17,25
22201172,2023-04-02,L,240,118,36,88,0.409,11,32,0.344,35,41,0.854,13,28,41,21,7,0,8,23
22201174,2023-04-02,W,240,117,46,80,0.575,10,28,0.357,15,21,0.714,7,35,42,28,8,5,9,17
22201163,2023-04-02,W,241,128,56,104,0.538,8,28,0.286,8,8,1.0,15,30,45,38,8,6,7,14
22201173,2023-04-02,W,240,115,44,90,0.489,9,24,0.375,18,26,0.692,13,30,43,23,7,7,10,22
22201172,2023-04-02,W,239,128,46,81,0.568,13,34,0.382,23,28,0.821,5,33,38,31,4,6,13,30
22201168,2023-04-02,W,240,118,46,88,0.523,13,32,0.406,13,18,0.722,7,32,39,31,12,4,11,17
22201168,2023-04-02,L,242,109,39,79,0.494,16,37,0.432,15,18,0.833,5,33,38,26,9,5,18,18
22201165,2023-04-02,W,240,128,50,94,0.532,9,31,0.29,19,22,0.864,4,32,36,29,9,6,1,13
22201171,2023-04-02,W,240,134,52,93,0.559,9,30,0.3,21,28,0.75,11,40,51,36,4,8,5,9
22201161,2023-04-01,W,239,129,45,86,0.523,13,37,0.351,26,29,0.897,10,26,36,27,6,0,8,16
22201161,2023-04-01,L,241,122,47,77,0.61,14,34,0.412,14,16,0.875,1,30,31,32,3,2,14,23
22201162,2023-04-01,L,241,114,42,85,0.494,11,29,0.379,19,23,0.826,11,26,37,25,5,4,13,29
22201162,2023-04-01,W,240,122,42,86,0.488,7,17,0.412,31,35,0.886,14,26,40,21,6,5,7,15
22201152,2023-03-31,W,241,122,42,96,0.438,17,51,0.333,21,22,0.955,10,32,42,27,8,4,11,14
22201153,2023-03-31,W,240,124,49,88,0.557,15,33,0.455,11,13,0.846,9,32,41,33,9,3,12,17
22201158,2023-03-31,L,240,115,42,91,0.462,15,38,0.395,16,23,0.696,14,32,46,27,8,4,13,20
22201151,2023-03-31,W,240,116,44,88,0.5,8,24,0.333,20,26,0.769,6,42,48,26,2,14,10,16
22201148,2023-03-31,W,240,121,45,88,0.511,13,31,0.419,18,22,0.818,9,33,42,25,12,4,7,13
22201150,2023-03-31,W,241,117,41,73,0.562,12,31,0.387,23,25,0.92,9,28,37,28,7,6,16,20
22201160,2023-03-31,W,240,100,37,88,0.42,10,27,0.37,16,21,0.762,13,38,51,28,8,7,16,16
22201156,2023-03-31,L,240,94,34,90,0.378,11,35,0.314,15,18,0.833,12,38,50,26,5,8,17,14
22201152,2023-03-31,L,240,114,46,96,0.479,9,29,0.31,13,14,0.929,13,39,52,23,3,7,18,17
22201158,2023-03-31,W,238,130,47,93,0.505,21,49,0.429,15,21,0.714,14,31,45,37,5,4,14,18
22201157,2023-03-31,W,239,123,45,90,0.5,9,22,0.409,24,30,0.8,15,38,53,28,10,5,16,17
22201156,2023-03-31,W,239,108,43,96,0.448,9,33,0.273,13,17,0.765,12,39,51,25,11,7,14,16
22201154,2023-03-31,W,240,130,49,93,0.527,17,36,0.472,15,24,0.625,16,32,48,24,6,5,7,12
22201149,2023-03-31,L,240,117,42,88,0.477,4,30,0.133,29,34,0.853,11,34,45,21,10,3,10,24
22201151,2023-03-31,L,240,109,41,105,0.39,17,50,0.34,10,12,0.833,15,36,51,24,5,5,12,24
22201154,2023-03-31,L,240,116,44,86,0.512,17,37,0.459,11,13,0.846,3,30,33,33,2,9,10,21
22201160,2023-03-31,L,238,93,38,95,0.4,6,26,0.231,11,20,0.55,15,36,51,19,11,5,11,16
22201155,2023-03-31,L,241,115,43,89,0.483,11,35,0.314,18,27,0.667,13,27,40,24,7,7,12,28
22201148,2023-03-31,L,240,91,35,77,0.455,14,37,0.378,7,10,0.7,4,32,36,27,3,5,21,21
22201149,2023-03-31,W,240,121,45,98,0.459,12,41,0.293,19,28,0.679,20,36,56,30,5,4,15,21
22201159,2023-03-31,L,240,114,40,85,0.471,19,38,0.5,15,23,0.652,9,24,33,29,9,6,18,15
22201157,2023-03-31,L,240,111,41,95,0.432,13,39,0.333,16,19,0.842,12,27,39,25,10,4,16,22
22201155,2023-03-31,W,240,121,38,83,0.458,11,31,0.355,34,45,0.756,14,32,46,18,9,5,12,24
22201150,2023-03-31,L,239,110,42,84,0.5,8,26,0.308,18,23,0.783,14,20,34,26,6,3,13,19
22201159,2023-03-31,W,240,138,54,88,0.614,19,39,0.487,11,15,0.733,8,33,41,38,11,7,13,21
22201153,2023-03-31,L,240,107,39,91,0.429,8,37,0.216,21,23,0.913,16,30,46,23,6,3,11,14
22201146,2023-03-30,L,240,99,38,101,0.376,14,43,0.326,9,13,0.692,15,30,45,22,4,1,13,16
22201147,2023-03-30,L,242,88,32,80,0.4,4,28,0.143,20,32,0.625,11,29,40,21,4,5,9,21
22201147,2023-03-30,W,240,107,38,80,0.475,13,27,0.481,18,22,0.818,8,38,46,22,6,1,10,24
22201146,2023-03-30,W,241,140,51,91,0.56,22,43,0.512,16,20,0.8,7,40,47,28,8,5,8,18
22201139,2023-03-29,W,239,116,37,80,0.463,17,36,0.472,25,30,0.833,11,32,43,26,9,4,10,19
22201140,2023-03-29,L,240,110,45,88,0.511,9,33,0.273,11,13,0.846,6,26,32,31,10,4,14,22
22201144,2023-03-29,W,241,107,40,96,0.417,6,20,0.3,21,27,0.778,15,33,48,23,11,8,8,16
22201140,2023-03-29,W,239,121,45,86,0.523,7,20,0.35,24,30,0.8,13,32,45,22,10,3,15,14
22201143,2023-03-29,W,242,128,49,90,0.544,12,31,0.387,18,20,0.9,8,37,45,28,5,6,16,17
22201137,2023-03-29,W,239,123,44,82,0.537,17,35,0.486,18,27,0.667,8,33,41,33,4,9,12,18
22201145,2023-03-29,W,240,120,42,92,0.457,18,48,0.375,18,24,0.75,10,49,59,30,9,4,8,11
22201142,2023-03-29,L,240,106,40,80,0.5,16,33,0.485,10,14,0.714,10,32,42,27,1,3,17,22
22201142,2023-03-29,W,239,107,39,87,0.448,10,29,0.345,19,25,0.76,10,28,38,19,7,3,9,18
22201141,2023-03-29,L,241,132,49,95,0.516,11,32,0.344,23,28,0.821,14,31,45,26,8,4,13,20
22201145,2023-03-29,L,239,80,30,93,0.323,9,39,0.231,11,12,0.917,8,37,45,18,5,6,14,15
22201138,2023-03-29,W,241,101,38,76,0.5,13,31,0.419,12,23,0.522,9,38,47,22,8,3,15,14
22201144,2023-03-29,L,240,100,40,90,0.444,12,35,0.343,8,12,0.667,16,38,54,24,4,4,21,24
22201138,2023-03-29,L,241,92,35,79,0.443,13,39,0.333,9,14,0.643,6,29,35,20,5,0,11,18
22201143,2023-03-29,L,239,117,45,95,0.474,10,35,0.286,17,21,0.81,9,30,39,31,10,4,15,16
22201141,2023-03-29,W,240,141,48,78,0.615,22,37,0.595,23,31,0.742,3,29,32,28,8,4,15,21
22201137,2023-03-29,L,240,114,46,98,0.469,9,30,0.3,13,21,0.619,20,32,52,21,9,2,10,18
22201139,2023-03-29,L,239,108,38,83,0.458,18,46,0.391,14,18,0.778,8,32,40,24,3,3,14,22
22201136,2023-03-29,W,239,149,58,93,0.624,10,25,0.4,23,30,0.767,14,38,52,28,5,5,18,18
22201136,2023-03-29,L,240,136,53,101,0.525,14,30,0.467,16,22,0.727,10,19,29,36,9,4,8,25
22201131,2023-03-28,L,240,118,47,93,0.505,9,25,0.36,15,22,0.682,10,30,40,20,5,6,8,24
22201131,2023-03-28,W,238,120,41,89,0.461,12,27,0.444,26,33,0.788,14,37,51,25,5,3,12,16
22201132,2023-03-28,L,240,92,32,80,0.4,10,33,0.303,18,19,0.947,12,31,43,18,6,3,15,10
22201130,2023-03-28,W,241,130,54,99,0.545,13,37,0.351,9,13,0.692,6,37,43,33,7,3,9,13
22201134,2023-03-28,W,240,137,52,94,0.553,14,35,0.4,19,30,0.633,15,37,52,34,6,7,18,24
22201132,2023-03-28,W,241,106,45,93,0.484,8,36,0.222,8,9,0.889,15,32,47,32,8,7,9,13
22201133,2023-03-28,W,241,113,42,88,0.477,12,34,0.353,17,23,0.739,7,42,49,26,11,6,16,17
22201134,2023-03-28,L,241,134,50,96,0.521,11,30,0.367,23,29,0.793,7,32,39,25,11,3,11,21
22201133,2023-03-28,L,241,108,41,100,0.41,14,49,0.286,12,15,0.8,8,39,47,24,9,8,16,15
22201135,2023-03-28,L,240,109,42,90,0.467,12,27,0.444,13,14,0.929,11,30,41,30,6,4,17,18
22201130,2023-03-28,L,239,111,45,93,0.484,11,44,0.25,10,11,0.909,7,31,38,29,5,8,12,14
22201135,2023-03-28,W,239,120,43,82,0.524,18,40,0.45,16,22,0.727,11,30,41,32,11,4,18,18
22201128,2023-03-27,W,240,119,44,86,0.512,9,24,0.375,22,34,0.647,11,29,40,33,6,3,6,27
22201124,2023-03-27,L,240,115,42,87,0.483,7,26,0.269,24,29,0.828,13,27,40,24,6,4,14,18
22201127,2023-03-27,L,240,90,35,90,0.389,7,33,0.212,13,15,0.867,6,23,29,15,6,2,12,16
22201128,2023-03-27,L,240,115,39,84,0.464,5,27,0.185,32,40,0.8,12,30,42,16,4,4,10,23
22201127,2023-03-27,W,240,124,49,86,0.57,12,28,0.429,14,17,0.824,8,45,53,31,5,6,16,16
22201129,2023-03-27,L,239,112,44,82,0.537,9,23,0.391,15,21,0.714,8,26,34,26,9,3,14,11
22201129,2023-03-27,W,239,124,48,81,0.593,20,40,0.5,8,16,0.5,6,31,37,41,10,4,15,17
22201125,2023-03-27,W,240,117,43,101,0.426,11,36,0.306,20,22,0.909,18,31,49,31,7,7,6,20
22201126,2023-03-27,L,241,111,43,89,0.483,8,30,0.267,17,22,0.773,11,29,40,18,10,3,11,20
22201122,2023-03-27,W,240,126,45,95,0.474,14,45,0.311,22,26,0.846,15,35,50,28,5,4,8,23
22201123,2023-03-27,W,241,127,47,83,0.566,18,37,0.486,15,17,0.882,4,29,33,29,7,8,13,23
22201123,2023-03-27,L,240,104,39,93,0.419,8,28,0.286,18,23,0.783,14,29,43,20,6,3,13,19
22201124,2023-03-27,W,240,137,50,86,0.581,17,39,0.436,20,28,0.714,7,32,39,35,11,8,10,20
22201125,2023-03-27,L,240,103,38,86,0.442,9,36,0.25,18,27,0.667,10,37,47,25,2,7,13,19
22201126,2023-03-27,W,241,116,43,85,0.506,11,32,0.344,19,22,0.864,10,32,42,34,8,4,12,16
22201122,2023-03-27,L,241,117,41,92,0.446,7,24,0.292,28,36,0.778,14,33,47,22,5,0,10,20
22201116,2023-03-26,W,241,137,52,91,0.571,18,44,0.409,15,21,0.714,9,52,61,29,4,11,14,18
22201115,2023-03-26,W,240,123,48,89,0.539,13,33,0.394,14,19,0.737,6,33,39,28,8,7,11,22
22201117,2023-03-26,W,241,108,39,83,0.47,9,30,0.3,21,24,0.875,13,28,41,20,5,7,9,16
22201113,2023-03-26,L,240,104,32,84,0.381,19,49,0.388,21,22,0.955,3,34,37,18,8,7,8,24
22201119,2023-03-26,W,240,114,45,98,0.459,11,31,0.355,13,16,0.813,18,35,53,22,13,6,11,19
22201118,2023-03-26,W,239,119,45,85,0.529,7,22,0.318,22,28,0.786,9,38,47,30,7,3,11,21
22201117,2023-03-26,L,239,91,35,80,0.438,6,25,0.24,15,18,0.833,12,24,36,20,6,1,16,22
22201115,2023-03-26,L,240,119,45,98,0.459,7,31,0.226,22,26,0.846,14,34,48,27,4,5,10,15
22201118,2023-03-26,L,239,106,37,91,0.407,8,35,0.229,24,28,0.857,15,29,44,17,7,8,15,20
22201113,2023-03-26,W,238,110,39,88,0.443,12,29,0.414,20,24,0.833,14,44,58,27,6,2,14,18
22201120,2023-03-26,W,240,118,41,94,0.436,12,35,0.343,24,28,0.857,13,29,42,23,13,2,11,19
22201116,2023-03-26,L,240,93,36,97,0.371,8,36,0.222,13,18,0.722,3,35,38,22,7,0,10,16
22201114,2023-03-26,W,240,118,47,87,0.54,14,31,0.452,10,13,0.769,8,34,42,32,8,2,9,23
22201121,2023-03-26,W,240,99,34,80,0.425,17,40,0.425,14,25,0.56,9,40,49,25,10,2,17,20
22201114,2023-03-26,L,240,108,38,75,0.507,13,36,0.361,19,28,0.679,8,30,38,24,5,4,18,18
22201120,2023-03-26,L,240,112,39,82,0.476,14,32,0.438,20,27,0.741,8,29,37,18,5,7,18,22
22201119,2023-03-26,L,239,104,38,86,0.442,16,36,0.444,12,20,0.6,12,33,45,25,6,2,16,12
22201121,2023-03-26,L,241,96,34,82,0.415,15,40,0.375,13,17,0.765,6,31,37,25,9,2,16,19
22201110,2023-03-25,L,239,105,34,78,0.436,13,31,0.419,24,27,0.889,8,28,36,21,3,7,12,16
22201111,2023-03-25,L,240,113,47,91,0.516,9,28,0.321,10,16,0.625,11,34,45,30,3,7,16,14
22201112,2023-03-25,L,239,110,39,75,0.52,15,33,0.455,17,21,0.81,2,29,31,29,9,6,19,14
22201112,2023-03-25,W,240,131,51,96,0.531,21,34,0.618,8,9,0.889,12,33,45,36,11,3,15,21
2022200477,2023-03-25,W,239,116,43,90,0.478,13,37,0.351,12,15,0.8,10,49,59,29,12,7,16,15
2022200475,2023-03-25,L,240,120,48,102,0.471,10,32,0.313,10,13,0.769,17,34,51,21,9,1,16,23
22201107,2023-03-25,W,241,143,53,96,0.552,15,30,0.5,22,25,0.88,15,27,42,33,10,8,11,14
