"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Alberta","2016A000248","16 years and over","Both sexes","Total income","Average income (excluding zeros)","2021 constant dollars","429","units","0","v107680657","12.1.1.1.4","58000","A","","","0"
"1990","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","34000","","","","0"
"1991","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","33300","","","","0"
"1992","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","31800","","","","0"
"1993","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","31600","A","","","0"
"1994","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","30800","A","","","0"
"1995","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","31400","A","","","0"
"1996","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","31200","A","","","0"
"1997","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","31800","A","","","0"
"1998","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","32300","A","","","0"
"1999","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","32300","A","","","0"
"2000","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","34000","A","","","0"
"2001","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","36200","A","","","0"
"2002","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","35100","A","","","0"
"2003","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","34800","A","","","0"
"2004","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","37300","A","","","0"
"2005","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","38300","A","","","0"
"2006","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","40000","A","","","0"
"2007","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","41700","A","","","0"
"2008","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","43100","A","","","0"
"2009","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","42700","A","","","0"
"2010","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","42500","A","","","0"
"2011","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","44300","A","","","0"
"2012","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","45500","A","","","0"
"2013","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","46100","A","","","0"
"2014","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","46100","A","","","0"
"2015","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","45600","A","","","0"
"2016","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","43500","A","","","0"
"2017","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","44800","A","","","0"
"2018","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","43800","A","","","0"
"2019","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","44300","A","","","0"
"2020","Alberta","2016A000248","16 years and over","Both sexes","Total income","Median income (excluding zeros)","2021 constant dollars","429","units","0","v107680658","12.1.1.1.5","43900","A","","","0"


